;Comunidad;Provincia;Fecha;Precio
0;andalucia;almeria-provincia;Noviembre 2024;7,8 €/m2
1;andalucia;almeria-provincia;Octubre 2024;7,7 €/m2
2;andalucia;almeria-provincia;Septiembre 2024;7,7 €/m2
3;andalucia;almeria-provincia;Agosto 2024;7,9 €/m2
4;andalucia;almeria-provincia;Julio 2024;8,1 €/m2
5;andalucia;almeria-provincia;Junio 2024;8,1 €/m2
6;andalucia;almeria-provincia;Mayo 2024;7,9 €/m2
7;andalucia;almeria-provincia;Abril 2024;7,8 €/m2
8;andalucia;almeria-provincia;Marzo 2024;7,5 €/m2
9;andalucia;almeria-provincia;Febrero 2024;7,5 €/m2
10;andalucia;almeria-provincia;Enero 2024;7,4 €/m2
11;andalucia;almeria-provincia;Diciembre 2023;7,3 €/m2
12;andalucia;almeria-provincia;Noviembre 2023;7,3 €/m2
13;andalucia;almeria-provincia;Octubre 2023;7,2 €/m2
14;andalucia;almeria-provincia;Septiembre 2023;7,3 €/m2
15;andalucia;almeria-provincia;Agosto 2023;7,5 €/m2
16;andalucia;almeria-provincia;Julio 2023;7,6 €/m2
17;andalucia;almeria-provincia;Junio 2023;7,4 €/m2
18;andalucia;almeria-provincia;Mayo 2023;7,2 €/m2
19;andalucia;almeria-provincia;Abril 2023;7,1 €/m2
20;andalucia;almeria-provincia;Marzo 2023;7,0 €/m2
21;andalucia;almeria-provincia;Febrero 2023;7,0 €/m2
22;andalucia;almeria-provincia;Enero 2023;6,9 €/m2
23;andalucia;almeria-provincia;Diciembre 2022;6,9 €/m2
24;andalucia;almeria-provincia;Noviembre 2022;6,8 €/m2
25;andalucia;almeria-provincia;Octubre 2022;6,7 €/m2
26;andalucia;almeria-provincia;Septiembre 2022;6,8 €/m2
27;andalucia;almeria-provincia;Agosto 2022;6,9 €/m2
28;andalucia;almeria-provincia;Julio 2022;7,1 €/m2
29;andalucia;almeria-provincia;Junio 2022;7,0 €/m2
30;andalucia;almeria-provincia;Mayo 2022;6,9 €/m2
31;andalucia;almeria-provincia;Abril 2022;6,7 €/m2
32;andalucia;almeria-provincia;Marzo 2022;6,7 €/m2
33;andalucia;almeria-provincia;Febrero 2022;6,6 €/m2
34;andalucia;almeria-provincia;Enero 2022;6,5 €/m2
35;andalucia;almeria-provincia;Diciembre 2021;6,4 €/m2
36;andalucia;almeria-provincia;Noviembre 2021;6,3 €/m2
37;andalucia;almeria-provincia;Octubre 2021;6,2 €/m2
38;andalucia;almeria-provincia;Septiembre 2021;6,2 €/m2
39;andalucia;almeria-provincia;Agosto 2021;6,4 €/m2
40;andalucia;almeria-provincia;Julio 2021;6,5 €/m2
41;andalucia;almeria-provincia;Junio 2021;6,4 €/m2
42;andalucia;almeria-provincia;Mayo 2021;6,3 €/m2
43;andalucia;almeria-provincia;Abril 2021;6,3 €/m2
44;andalucia;almeria-provincia;Marzo 2021;6,2 €/m2
45;andalucia;almeria-provincia;Febrero 2021;6,2 €/m2
46;andalucia;almeria-provincia;Enero 2021;6,2 €/m2
47;andalucia;almeria-provincia;Diciembre 2020;6,1 €/m2
48;andalucia;almeria-provincia;Noviembre 2020;6,1 €/m2
49;andalucia;almeria-provincia;Octubre 2020;6,1 €/m2
50;andalucia;almeria-provincia;Septiembre 2020;6,1 €/m2
51;andalucia;almeria-provincia;Agosto 2020;6,1 €/m2
52;andalucia;almeria-provincia;Julio 2020;6,2 €/m2
53;andalucia;almeria-provincia;Junio 2020;6,3 €/m2
54;andalucia;almeria-provincia;Mayo 2020;6,1 €/m2
55;andalucia;almeria-provincia;Abril 2020;6,1 €/m2
56;andalucia;almeria-provincia;Marzo 2020;6,1 €/m2
57;andalucia;almeria-provincia;Febrero 2020;6,0 €/m2
58;andalucia;almeria-provincia;Enero 2020;6,0 €/m2
59;andalucia;almeria-provincia;Diciembre 2019;6,0 €/m2
60;andalucia;almeria-provincia;Noviembre 2019;5,9 €/m2
61;andalucia;almeria-provincia;Octubre 2019;5,8 €/m2
62;andalucia;almeria-provincia;Septiembre 2019;5,9 €/m2
63;andalucia;almeria-provincia;Agosto 2019;6,0 €/m2
64;andalucia;almeria-provincia;Julio 2019;6,0 €/m2
65;andalucia;almeria-provincia;Junio 2019;6,0 €/m2
66;andalucia;almeria-provincia;Mayo 2019;5,9 €/m2
67;andalucia;almeria-provincia;Abril 2019;5,7 €/m2
68;andalucia;almeria-provincia;Marzo 2019;5,6 €/m2
69;andalucia;almeria-provincia;Febrero 2019;5,6 €/m2
70;andalucia;almeria-provincia;Enero 2019;5,6 €/m2
71;andalucia;almeria-provincia;Diciembre 2018;5,6 €/m2
72;andalucia;almeria-provincia;Noviembre 2018;5,6 €/m2
73;andalucia;almeria-provincia;Octubre 2018;5,6 €/m2
74;andalucia;almeria-provincia;Septiembre 2018;5,6 €/m2
75;andalucia;almeria-provincia;Agosto 2018;5,6 €/m2
76;andalucia;almeria-provincia;Julio 2018;5,6 €/m2
77;andalucia;almeria-provincia;Junio 2018;5,6 €/m2
78;andalucia;almeria-provincia;Mayo 2018;5,5 €/m2
79;andalucia;almeria-provincia;Abril 2018;5,5 €/m2
80;andalucia;almeria-provincia;Marzo 2018;5,3 €/m2
81;andalucia;almeria-provincia;Febrero 2018;5,2 €/m2
82;andalucia;almeria-provincia;Enero 2018;5,2 €/m2
83;andalucia;almeria-provincia;Diciembre 2017;5,2 €/m2
84;andalucia;almeria-provincia;Noviembre 2017;5,2 €/m2
85;andalucia;almeria-provincia;Octubre 2017;5,2 €/m2
86;andalucia;almeria-provincia;Septiembre 2017;5,2 €/m2
87;andalucia;almeria-provincia;Agosto 2017;5,2 €/m2
88;andalucia;almeria-provincia;Julio 2017;5,2 €/m2
89;andalucia;almeria-provincia;Junio 2017;5,2 €/m2
90;andalucia;almeria-provincia;Mayo 2017;5,2 €/m2
91;andalucia;almeria-provincia;Abril 2017;5,1 €/m2
92;andalucia;almeria-provincia;Marzo 2017;5,0 €/m2
93;andalucia;almeria-provincia;Febrero 2017;4,9 €/m2
94;andalucia;almeria-provincia;Enero 2017;4,9 €/m2
95;andalucia;almeria-provincia;Diciembre 2016;4,9 €/m2
96;andalucia;almeria-provincia;Noviembre 2016;4,9 €/m2
97;andalucia;almeria-provincia;Octubre 2016;4,9 €/m2
98;andalucia;almeria-provincia;Septiembre 2016;4,9 €/m2
99;andalucia;almeria-provincia;Agosto 2016;5,0 €/m2
100;andalucia;almeria-provincia;Julio 2016;5,0 €/m2
101;andalucia;almeria-provincia;Junio 2016;4,9 €/m2
102;andalucia;almeria-provincia;Mayo 2016;4,9 €/m2
103;andalucia;almeria-provincia;Abril 2016;4,8 €/m2
104;andalucia;almeria-provincia;Marzo 2016;4,8 €/m2
105;andalucia;almeria-provincia;Febrero 2016;4,8 €/m2
106;andalucia;almeria-provincia;Enero 2016;4,9 €/m2
107;andalucia;almeria-provincia;Diciembre 2015;4,8 €/m2
108;andalucia;almeria-provincia;Noviembre 2015;4,8 €/m2
109;andalucia;almeria-provincia;Octubre 2015;4,7 €/m2
110;andalucia;almeria-provincia;Septiembre 2015;4,8 €/m2
111;andalucia;almeria-provincia;Agosto 2015;4,8 €/m2
112;andalucia;almeria-provincia;Julio 2015;4,8 €/m2
113;andalucia;almeria-provincia;Junio 2015;4,7 €/m2
114;andalucia;almeria-provincia;Mayo 2015;4,6 €/m2
115;andalucia;almeria-provincia;Abril 2015;4,7 €/m2
116;andalucia;almeria-provincia;Marzo 2015;4,7 €/m2
117;andalucia;almeria-provincia;Febrero 2015;4,7 €/m2
118;andalucia;almeria-provincia;Enero 2015;4,6 €/m2
119;andalucia;almeria-provincia;Diciembre 2014;4,6 €/m2
120;andalucia;almeria-provincia;Noviembre 2014;4,7 €/m2
121;andalucia;almeria-provincia;Octubre 2014;4,7 €/m2
122;andalucia;almeria-provincia;Septiembre 2014;4,7 €/m2
123;andalucia;almeria-provincia;Agosto 2014;4,7 €/m2
124;andalucia;almeria-provincia;Julio 2014;4,7 €/m2
125;andalucia;almeria-provincia;Junio 2014;4,7 €/m2
126;andalucia;almeria-provincia;Mayo 2014;4,8 €/m2
127;andalucia;almeria-provincia;Abril 2014;4,7 €/m2
128;andalucia;almeria-provincia;Marzo 2014;4,7 €/m2
129;andalucia;almeria-provincia;Febrero 2014;4,8 €/m2
130;andalucia;almeria-provincia;Enero 2014;4,8 €/m2
131;andalucia;almeria-provincia;Diciembre 2013;4,9 €/m2
132;andalucia;almeria-provincia;Noviembre 2013;4,9 €/m2
133;andalucia;almeria-provincia;Octubre 2013;4,9 €/m2
134;andalucia;almeria-provincia;Septiembre 2013;4,9 €/m2
135;andalucia;almeria-provincia;Agosto 2013;4,9 €/m2
136;andalucia;almeria-provincia;Julio 2013;5,0 €/m2
137;andalucia;almeria-provincia;Junio 2013;5,0 €/m2
138;andalucia;almeria-provincia;Mayo 2013;5,0 €/m2
139;andalucia;almeria-provincia;Abril 2013;4,9 €/m2
140;andalucia;almeria-provincia;Marzo 2013;5,0 €/m2
141;andalucia;almeria-provincia;Febrero 2013;5,0 €/m2
142;andalucia;almeria-provincia;Enero 2013;5,0 €/m2
143;andalucia;almeria-provincia;Diciembre 2012;5,0 €/m2
144;andalucia;almeria-provincia;Noviembre 2012;5,0 €/m2
145;andalucia;almeria-provincia;Octubre 2012;5,0 €/m2
146;andalucia;almeria-provincia;Septiembre 2012;5,0 €/m2
147;andalucia;almeria-provincia;Agosto 2012;5,1 €/m2
148;andalucia;almeria-provincia;Julio 2012;5,1 €/m2
149;andalucia;almeria-provincia;Junio 2012;5,1 €/m2
150;andalucia;almeria-provincia;Mayo 2012;5,1 €/m2
151;andalucia;almeria-provincia;Abril 2012;5,1 €/m2
152;andalucia;almeria-provincia;Marzo 2012;5,2 €/m2
153;andalucia;almeria-provincia;Febrero 2012;5,2 €/m2
154;andalucia;almeria-provincia;Enero 2012;5,2 €/m2
155;andalucia;almeria-provincia;Diciembre 2011;5,2 €/m2
156;andalucia;almeria-provincia;Noviembre 2011;5,3 €/m2
157;andalucia;almeria-provincia;Octubre 2011;5,3 €/m2
158;andalucia;almeria-provincia;Septiembre 2011;5,3 €/m2
159;andalucia;almeria-provincia;Agosto 2011;5,3 €/m2
160;andalucia;almeria-provincia;Julio 2011;5,3 €/m2
161;andalucia;almeria-provincia;Junio 2011;5,3 €/m2
162;andalucia;almeria-provincia;Mayo 2011;5,3 €/m2
163;andalucia;almeria-provincia;Abril 2011;5,4 €/m2
164;andalucia;almeria-provincia;Marzo 2011;5,4 €/m2
165;andalucia;almeria-provincia;Febrero 2011;5,4 €/m2
166;andalucia;almeria-provincia;Enero 2011;5,4 €/m2
167;andalucia;almeria-provincia;Diciembre 2010;5,3 €/m2
168;andalucia;almeria-provincia;Noviembre 2010;5,3 €/m2
169;andalucia;almeria-provincia;Octubre 2010;5,3 €/m2
170;andalucia;almeria-provincia;Septiembre 2010;5,3 €/m2
171;andalucia;almeria-provincia;Agosto 2010;5,2 €/m2
172;andalucia;almeria-provincia;Julio 2010;5,4 €/m2
173;andalucia;almeria-provincia;Junio 2010;5,5 €/m2
174;andalucia;almeria-provincia;Mayo 2010;5,5 €/m2
175;andalucia;almeria-provincia;Abril 2010;5,4 €/m2
176;andalucia;almeria-provincia;Marzo 2010;5,4 €/m2
177;andalucia;almeria-provincia;Febrero 2010;5,5 €/m2
178;andalucia;almeria-provincia;Enero 2010;5,5 €/m2
179;andalucia;almeria-provincia;Diciembre 2009;5,7 €/m2
180;andalucia;almeria-provincia;Noviembre 2009;5,6 €/m2
181;andalucia;almeria-provincia;Octubre 2009;5,7 €/m2
182;andalucia;almeria-provincia;Septiembre 2009;5,8 €/m2
183;andalucia;almeria-provincia;Agosto 2009;5,8 €/m2
184;andalucia;almeria-provincia;Julio 2009;5,7 €/m2
185;andalucia;almeria-provincia;Junio 2009;5,7 €/m2
186;andalucia;almeria-provincia;Mayo 2009;5,9 €/m2
187;andalucia;almeria-provincia;Abril 2009;6,0 €/m2
188;andalucia;almeria-provincia;Marzo 2009;6,0 €/m2
189;andalucia;almeria-provincia;Febrero 2009;5,8 €/m2
190;andalucia;almeria-provincia;Enero 2009;5,8 €/m2
191;andalucia;almeria-provincia;Diciembre 2008;5,8 €/m2
192;andalucia;almeria-provincia;Noviembre 2008;6,0 €/m2
193;andalucia;almeria-provincia;Octubre 2008;6,2 €/m2
194;andalucia;almeria-provincia;Septiembre 2008;6,3 €/m2
195;andalucia;almeria-provincia;Agosto 2008;6,4 €/m2
196;andalucia;almeria-provincia;Julio 2008;6,4 €/m2
197;andalucia;almeria-provincia;Junio 2008;6,4 €/m2
198;andalucia;almeria-provincia;Mayo 2008;6,5 €/m2
199;andalucia;almeria-provincia;Abril 2008;6,5 €/m2
200;andalucia;almeria-provincia;Marzo 2008;6,4 €/m2
201;andalucia;almeria-provincia;Febrero 2008;6,4 €/m2
202;andalucia;almeria-provincia;Enero 2008;6,4 €/m2
203;andalucia;almeria-provincia;Diciembre 2007;6,3 €/m2
204;andalucia;almeria-provincia;Noviembre 2007;6,7 €/m2
205;andalucia;almeria-provincia;Octubre 2007;6,7 €/m2
206;andalucia;almeria-provincia;Septiembre 2007;6,8 €/m2
207;andalucia;almeria-provincia;Agosto 2007;6,9 €/m2
208;andalucia;almeria-provincia;Julio 2007;6,8 €/m2
209;andalucia;almeria-provincia;Junio 2007;6,6 €/m2
210;andalucia;almeria-provincia;Mayo 2007;7,1 €/m2
211;andalucia;almeria-provincia;Abril 2007;7,0 €/m2
212;andalucia;almeria-provincia;Marzo 2007;7,5 €/m2
213;andalucia;almeria-provincia;Febrero 2007;6,8 €/m2
214;andalucia;almeria-provincia;Enero 2007;7,1 €/m2
215;andalucia;almeria-provincia;Diciembre 2006;7,3 €/m2
216;andalucia;almeria-provincia;Noviembre 2006;n.d.
217;andalucia;almeria-provincia;Octubre 2006;n.d.
218;andalucia;almeria-provincia;Septiembre 2006;n.d.
219;andalucia;almeria-provincia;Agosto 2006;n.d.
220;andalucia;almeria-provincia;Julio 2006;n.d.
221;andalucia;almeria-provincia;Junio 2006;n.d.
222;andalucia;almeria-provincia;Mayo 2006;n.d.
223;andalucia;almeria-provincia;Abril 2006;n.d.
224;andalucia;almeria-provincia;Marzo 2006;n.d.
225;andalucia;almeria-provincia;Febrero 2006;n.d.
226;andalucia;almeria-provincia;Enero 2006;n.d.
227;andalucia;cadiz-provincia;Noviembre 2024;9,5 €/m2
228;andalucia;cadiz-provincia;Octubre 2024;9,4 €/m2
229;andalucia;cadiz-provincia;Septiembre 2024;9,5 €/m2
230;andalucia;cadiz-provincia;Agosto 2024;9,7 €/m2
231;andalucia;cadiz-provincia;Julio 2024;9,9 €/m2
232;andalucia;cadiz-provincia;Junio 2024;10,0 €/m2
233;andalucia;cadiz-provincia;Mayo 2024;9,8 €/m2
234;andalucia;cadiz-provincia;Abril 2024;9,4 €/m2
235;andalucia;cadiz-provincia;Marzo 2024;9,3 €/m2
236;andalucia;cadiz-provincia;Febrero 2024;9,2 €/m2
237;andalucia;cadiz-provincia;Enero 2024;9,2 €/m2
238;andalucia;cadiz-provincia;Diciembre 2023;9,1 €/m2
239;andalucia;cadiz-provincia;Noviembre 2023;8,9 €/m2
240;andalucia;cadiz-provincia;Octubre 2023;8,9 €/m2
241;andalucia;cadiz-provincia;Septiembre 2023;9,0 €/m2
242;andalucia;cadiz-provincia;Agosto 2023;9,3 €/m2
243;andalucia;cadiz-provincia;Julio 2023;9,3 €/m2
244;andalucia;cadiz-provincia;Junio 2023;9,2 €/m2
245;andalucia;cadiz-provincia;Mayo 2023;9,1 €/m2
246;andalucia;cadiz-provincia;Abril 2023;8,9 €/m2
247;andalucia;cadiz-provincia;Marzo 2023;8,7 €/m2
248;andalucia;cadiz-provincia;Febrero 2023;8,6 €/m2
249;andalucia;cadiz-provincia;Enero 2023;8,6 €/m2
250;andalucia;cadiz-provincia;Diciembre 2022;8,6 €/m2
251;andalucia;cadiz-provincia;Noviembre 2022;8,4 €/m2
252;andalucia;cadiz-provincia;Octubre 2022;8,3 €/m2
253;andalucia;cadiz-provincia;Septiembre 2022;8,3 €/m2
254;andalucia;cadiz-provincia;Agosto 2022;8,5 €/m2
255;andalucia;cadiz-provincia;Julio 2022;8,8 €/m2
256;andalucia;cadiz-provincia;Junio 2022;8,6 €/m2
257;andalucia;cadiz-provincia;Mayo 2022;8,4 €/m2
258;andalucia;cadiz-provincia;Abril 2022;8,2 €/m2
259;andalucia;cadiz-provincia;Marzo 2022;8,1 €/m2
260;andalucia;cadiz-provincia;Febrero 2022;8,0 €/m2
261;andalucia;cadiz-provincia;Enero 2022;7,9 €/m2
262;andalucia;cadiz-provincia;Diciembre 2021;7,7 €/m2
263;andalucia;cadiz-provincia;Noviembre 2021;7,7 €/m2
264;andalucia;cadiz-provincia;Octubre 2021;7,6 €/m2
265;andalucia;cadiz-provincia;Septiembre 2021;7,6 €/m2
266;andalucia;cadiz-provincia;Agosto 2021;7,8 €/m2
267;andalucia;cadiz-provincia;Julio 2021;8,0 €/m2
268;andalucia;cadiz-provincia;Junio 2021;8,0 €/m2
269;andalucia;cadiz-provincia;Mayo 2021;7,8 €/m2
270;andalucia;cadiz-provincia;Abril 2021;7,7 €/m2
271;andalucia;cadiz-provincia;Marzo 2021;7,7 €/m2
272;andalucia;cadiz-provincia;Febrero 2021;7,7 €/m2
273;andalucia;cadiz-provincia;Enero 2021;7,6 €/m2
274;andalucia;cadiz-provincia;Diciembre 2020;7,7 €/m2
275;andalucia;cadiz-provincia;Noviembre 2020;7,7 €/m2
276;andalucia;cadiz-provincia;Octubre 2020;7,6 €/m2
277;andalucia;cadiz-provincia;Septiembre 2020;7,7 €/m2
278;andalucia;cadiz-provincia;Agosto 2020;7,8 €/m2
279;andalucia;cadiz-provincia;Julio 2020;7,9 €/m2
280;andalucia;cadiz-provincia;Junio 2020;7,8 €/m2
281;andalucia;cadiz-provincia;Mayo 2020;7,7 €/m2
282;andalucia;cadiz-provincia;Abril 2020;7,7 €/m2
283;andalucia;cadiz-provincia;Marzo 2020;7,6 €/m2
284;andalucia;cadiz-provincia;Febrero 2020;7,5 €/m2
285;andalucia;cadiz-provincia;Enero 2020;7,5 €/m2
286;andalucia;cadiz-provincia;Diciembre 2019;7,4 €/m2
287;andalucia;cadiz-provincia;Noviembre 2019;7,4 €/m2
288;andalucia;cadiz-provincia;Octubre 2019;7,3 €/m2
289;andalucia;cadiz-provincia;Septiembre 2019;7,4 €/m2
290;andalucia;cadiz-provincia;Agosto 2019;7,5 €/m2
291;andalucia;cadiz-provincia;Julio 2019;7,5 €/m2
292;andalucia;cadiz-provincia;Junio 2019;7,3 €/m2
293;andalucia;cadiz-provincia;Mayo 2019;7,2 €/m2
294;andalucia;cadiz-provincia;Abril 2019;7,0 €/m2
295;andalucia;cadiz-provincia;Marzo 2019;7,0 €/m2
296;andalucia;cadiz-provincia;Febrero 2019;7,0 €/m2
297;andalucia;cadiz-provincia;Enero 2019;7,0 €/m2
298;andalucia;cadiz-provincia;Diciembre 2018;7,0 €/m2
299;andalucia;cadiz-provincia;Noviembre 2018;7,1 €/m2
300;andalucia;cadiz-provincia;Octubre 2018;7,0 €/m2
301;andalucia;cadiz-provincia;Septiembre 2018;7,0 €/m2
302;andalucia;cadiz-provincia;Agosto 2018;7,1 €/m2
303;andalucia;cadiz-provincia;Julio 2018;7,1 €/m2
304;andalucia;cadiz-provincia;Junio 2018;7,1 €/m2
305;andalucia;cadiz-provincia;Mayo 2018;6,9 €/m2
306;andalucia;cadiz-provincia;Abril 2018;6,8 €/m2
307;andalucia;cadiz-provincia;Marzo 2018;6,7 €/m2
308;andalucia;cadiz-provincia;Febrero 2018;6,7 €/m2
309;andalucia;cadiz-provincia;Enero 2018;6,6 €/m2
310;andalucia;cadiz-provincia;Diciembre 2017;6,6 €/m2
311;andalucia;cadiz-provincia;Noviembre 2017;6,6 €/m2
312;andalucia;cadiz-provincia;Octubre 2017;6,6 €/m2
313;andalucia;cadiz-provincia;Septiembre 2017;6,6 €/m2
314;andalucia;cadiz-provincia;Agosto 2017;6,7 €/m2
315;andalucia;cadiz-provincia;Julio 2017;6,7 €/m2
316;andalucia;cadiz-provincia;Junio 2017;6,6 €/m2
317;andalucia;cadiz-provincia;Mayo 2017;6,4 €/m2
318;andalucia;cadiz-provincia;Abril 2017;6,3 €/m2
319;andalucia;cadiz-provincia;Marzo 2017;6,4 €/m2
320;andalucia;cadiz-provincia;Febrero 2017;6,4 €/m2
321;andalucia;cadiz-provincia;Enero 2017;6,4 €/m2
322;andalucia;cadiz-provincia;Diciembre 2016;6,4 €/m2
323;andalucia;cadiz-provincia;Noviembre 2016;6,3 €/m2
324;andalucia;cadiz-provincia;Octubre 2016;6,3 €/m2
325;andalucia;cadiz-provincia;Septiembre 2016;6,3 €/m2
326;andalucia;cadiz-provincia;Agosto 2016;6,3 €/m2
327;andalucia;cadiz-provincia;Julio 2016;6,5 €/m2
328;andalucia;cadiz-provincia;Junio 2016;6,4 €/m2
329;andalucia;cadiz-provincia;Mayo 2016;6,3 €/m2
330;andalucia;cadiz-provincia;Abril 2016;6,1 €/m2
331;andalucia;cadiz-provincia;Marzo 2016;6,1 €/m2
332;andalucia;cadiz-provincia;Febrero 2016;6,0 €/m2
333;andalucia;cadiz-provincia;Enero 2016;6,0 €/m2
334;andalucia;cadiz-provincia;Diciembre 2015;6,1 €/m2
335;andalucia;cadiz-provincia;Noviembre 2015;6,1 €/m2
336;andalucia;cadiz-provincia;Octubre 2015;6,1 €/m2
337;andalucia;cadiz-provincia;Septiembre 2015;6,1 €/m2
338;andalucia;cadiz-provincia;Agosto 2015;6,2 €/m2
339;andalucia;cadiz-provincia;Julio 2015;6,1 €/m2
340;andalucia;cadiz-provincia;Junio 2015;6,1 €/m2
341;andalucia;cadiz-provincia;Mayo 2015;6,0 €/m2
342;andalucia;cadiz-provincia;Abril 2015;6,0 €/m2
343;andalucia;cadiz-provincia;Marzo 2015;5,9 €/m2
344;andalucia;cadiz-provincia;Febrero 2015;5,9 €/m2
345;andalucia;cadiz-provincia;Enero 2015;5,9 €/m2
346;andalucia;cadiz-provincia;Diciembre 2014;5,9 €/m2
347;andalucia;cadiz-provincia;Noviembre 2014;5,8 €/m2
348;andalucia;cadiz-provincia;Octubre 2014;5,8 €/m2
349;andalucia;cadiz-provincia;Septiembre 2014;5,8 €/m2
350;andalucia;cadiz-provincia;Agosto 2014;5,9 €/m2
351;andalucia;cadiz-provincia;Julio 2014;5,8 €/m2
352;andalucia;cadiz-provincia;Junio 2014;5,7 €/m2
353;andalucia;cadiz-provincia;Mayo 2014;5,6 €/m2
354;andalucia;cadiz-provincia;Abril 2014;5,6 €/m2
355;andalucia;cadiz-provincia;Marzo 2014;5,6 €/m2
356;andalucia;cadiz-provincia;Febrero 2014;5,7 €/m2
357;andalucia;cadiz-provincia;Enero 2014;5,7 €/m2
358;andalucia;cadiz-provincia;Diciembre 2013;5,7 €/m2
359;andalucia;cadiz-provincia;Noviembre 2013;5,8 €/m2
360;andalucia;cadiz-provincia;Octubre 2013;5,8 €/m2
361;andalucia;cadiz-provincia;Septiembre 2013;5,9 €/m2
362;andalucia;cadiz-provincia;Agosto 2013;5,9 €/m2
363;andalucia;cadiz-provincia;Julio 2013;5,9 €/m2
364;andalucia;cadiz-provincia;Junio 2013;5,9 €/m2
365;andalucia;cadiz-provincia;Mayo 2013;5,9 €/m2
366;andalucia;cadiz-provincia;Abril 2013;5,9 €/m2
367;andalucia;cadiz-provincia;Marzo 2013;5,9 €/m2
368;andalucia;cadiz-provincia;Febrero 2013;6,0 €/m2
369;andalucia;cadiz-provincia;Enero 2013;6,1 €/m2
370;andalucia;cadiz-provincia;Diciembre 2012;6,2 €/m2
371;andalucia;cadiz-provincia;Noviembre 2012;6,2 €/m2
372;andalucia;cadiz-provincia;Octubre 2012;6,3 €/m2
373;andalucia;cadiz-provincia;Septiembre 2012;6,3 €/m2
374;andalucia;cadiz-provincia;Agosto 2012;6,5 €/m2
375;andalucia;cadiz-provincia;Julio 2012;6,5 €/m2
376;andalucia;cadiz-provincia;Junio 2012;6,6 €/m2
377;andalucia;cadiz-provincia;Mayo 2012;6,6 €/m2
378;andalucia;cadiz-provincia;Abril 2012;6,6 €/m2
379;andalucia;cadiz-provincia;Marzo 2012;6,6 €/m2
380;andalucia;cadiz-provincia;Febrero 2012;6,6 €/m2
381;andalucia;cadiz-provincia;Enero 2012;6,6 €/m2
382;andalucia;cadiz-provincia;Diciembre 2011;6,7 €/m2
383;andalucia;cadiz-provincia;Noviembre 2011;6,8 €/m2
384;andalucia;cadiz-provincia;Octubre 2011;6,9 €/m2
385;andalucia;cadiz-provincia;Septiembre 2011;7,0 €/m2
386;andalucia;cadiz-provincia;Agosto 2011;7,0 €/m2
387;andalucia;cadiz-provincia;Julio 2011;7,0 €/m2
388;andalucia;cadiz-provincia;Junio 2011;7,0 €/m2
389;andalucia;cadiz-provincia;Mayo 2011;7,0 €/m2
390;andalucia;cadiz-provincia;Abril 2011;7,0 €/m2
391;andalucia;cadiz-provincia;Marzo 2011;7,0 €/m2
392;andalucia;cadiz-provincia;Febrero 2011;7,0 €/m2
393;andalucia;cadiz-provincia;Enero 2011;7,1 €/m2
394;andalucia;cadiz-provincia;Diciembre 2010;7,1 €/m2
395;andalucia;cadiz-provincia;Noviembre 2010;7,1 €/m2
396;andalucia;cadiz-provincia;Octubre 2010;7,1 €/m2
397;andalucia;cadiz-provincia;Septiembre 2010;7,2 €/m2
398;andalucia;cadiz-provincia;Agosto 2010;7,3 €/m2
399;andalucia;cadiz-provincia;Julio 2010;7,3 €/m2
400;andalucia;cadiz-provincia;Junio 2010;7,3 €/m2
401;andalucia;cadiz-provincia;Mayo 2010;7,4 €/m2
402;andalucia;cadiz-provincia;Abril 2010;7,3 €/m2
403;andalucia;cadiz-provincia;Marzo 2010;7,3 €/m2
404;andalucia;cadiz-provincia;Febrero 2010;7,4 €/m2
405;andalucia;cadiz-provincia;Enero 2010;7,5 €/m2
406;andalucia;cadiz-provincia;Diciembre 2009;7,4 €/m2
407;andalucia;cadiz-provincia;Noviembre 2009;7,5 €/m2
408;andalucia;cadiz-provincia;Octubre 2009;7,6 €/m2
409;andalucia;cadiz-provincia;Septiembre 2009;7,6 €/m2
410;andalucia;cadiz-provincia;Agosto 2009;7,6 €/m2
411;andalucia;cadiz-provincia;Julio 2009;7,9 €/m2
412;andalucia;cadiz-provincia;Junio 2009;8,0 €/m2
413;andalucia;cadiz-provincia;Mayo 2009;7,9 €/m2
414;andalucia;cadiz-provincia;Abril 2009;8,0 €/m2
415;andalucia;cadiz-provincia;Marzo 2009;7,9 €/m2
416;andalucia;cadiz-provincia;Febrero 2009;7,8 €/m2
417;andalucia;cadiz-provincia;Enero 2009;7,7 €/m2
418;andalucia;cadiz-provincia;Diciembre 2008;7,7 €/m2
419;andalucia;cadiz-provincia;Noviembre 2008;8,0 €/m2
420;andalucia;cadiz-provincia;Octubre 2008;8,2 €/m2
421;andalucia;cadiz-provincia;Septiembre 2008;8,4 €/m2
422;andalucia;cadiz-provincia;Agosto 2008;8,5 €/m2
423;andalucia;cadiz-provincia;Julio 2008;8,5 €/m2
424;andalucia;cadiz-provincia;Junio 2008;8,6 €/m2
425;andalucia;cadiz-provincia;Mayo 2008;8,6 €/m2
426;andalucia;cadiz-provincia;Abril 2008;8,5 €/m2
427;andalucia;cadiz-provincia;Marzo 2008;8,8 €/m2
428;andalucia;cadiz-provincia;Febrero 2008;9,0 €/m2
429;andalucia;cadiz-provincia;Enero 2008;8,9 €/m2
430;andalucia;cadiz-provincia;Diciembre 2007;8,4 €/m2
431;andalucia;cadiz-provincia;Noviembre 2007;8,2 €/m2
