;Comunidad;Provincia;Fecha;Precio
5542;castilla-y-leon;zamora-provincia;Enero 2017;1.044 €/m2
5543;castilla-y-leon;zamora-provincia;Diciembre 2016;1.049 €/m2
5544;castilla-y-leon;zamora-provincia;Noviembre 2016;1.039 €/m2
5545;castilla-y-leon;zamora-provincia;Octubre 2016;1.027 €/m2
5546;castilla-y-leon;zamora-provincia;Septiembre 2016;1.033 €/m2
5547;castilla-y-leon;zamora-provincia;Agosto 2016;1.042 €/m2
5548;castilla-y-leon;zamora-provincia;Julio 2016;1.040 €/m2
5549;castilla-y-leon;zamora-provincia;Junio 2016;1.047 €/m2
5550;castilla-y-leon;zamora-provincia;Mayo 2016;1.038 €/m2
5551;castilla-y-leon;zamora-provincia;Abril 2016;1.044 €/m2
5552;castilla-y-leon;zamora-provincia;Marzo 2016;1.064 €/m2
5553;castilla-y-leon;zamora-provincia;Febrero 2016;1.066 €/m2
5554;castilla-y-leon;zamora-provincia;Enero 2016;1.063 €/m2
5555;castilla-y-leon;zamora-provincia;Diciembre 2015;1.080 €/m2
5556;castilla-y-leon;zamora-provincia;Noviembre 2015;1.076 €/m2
5557;castilla-y-leon;zamora-provincia;Octubre 2015;1.083 €/m2
5558;castilla-y-leon;zamora-provincia;Septiembre 2015;1.078 €/m2
5559;castilla-y-leon;zamora-provincia;Agosto 2015;1.083 €/m2
5560;castilla-y-leon;zamora-provincia;Julio 2015;1.076 €/m2
5561;castilla-y-leon;zamora-provincia;Junio 2015;1.085 €/m2
5562;castilla-y-leon;zamora-provincia;Mayo 2015;1.088 €/m2
5563;castilla-y-leon;zamora-provincia;Abril 2015;1.093 €/m2
5564;castilla-y-leon;zamora-provincia;Marzo 2015;1.094 €/m2
5565;castilla-y-leon;zamora-provincia;Febrero 2015;1.093 €/m2
5566;castilla-y-leon;zamora-provincia;Enero 2015;1.096 €/m2
5567;castilla-y-leon;zamora-provincia;Diciembre 2014;1.102 €/m2
5568;castilla-y-leon;zamora-provincia;Noviembre 2014;1.105 €/m2
5569;castilla-y-leon;zamora-provincia;Octubre 2014;1.101 €/m2
5570;castilla-y-leon;zamora-provincia;Septiembre 2014;1.113 €/m2
5571;castilla-y-leon;zamora-provincia;Agosto 2014;1.113 €/m2
5572;castilla-y-leon;zamora-provincia;Julio 2014;1.112 €/m2
5573;castilla-y-leon;zamora-provincia;Junio 2014;1.119 €/m2
5574;castilla-y-leon;zamora-provincia;Mayo 2014;1.114 €/m2
5575;castilla-y-leon;zamora-provincia;Abril 2014;1.107 €/m2
5576;castilla-y-leon;zamora-provincia;Marzo 2014;1.118 €/m2
5577;castilla-y-leon;zamora-provincia;Febrero 2014;1.205 €/m2
5578;castilla-y-leon;zamora-provincia;Enero 2014;1.224 €/m2
5579;castilla-y-leon;zamora-provincia;Diciembre 2013;1.205 €/m2
5580;castilla-y-leon;zamora-provincia;Noviembre 2013;1.214 €/m2
5581;castilla-y-leon;zamora-provincia;Octubre 2013;1.208 €/m2
5582;castilla-y-leon;zamora-provincia;Septiembre 2013;1.208 €/m2
5583;castilla-y-leon;zamora-provincia;Agosto 2013;1.216 €/m2
5584;castilla-y-leon;zamora-provincia;Julio 2013;1.225 €/m2
5585;castilla-y-leon;zamora-provincia;Junio 2013;1.239 €/m2
5586;castilla-y-leon;zamora-provincia;Mayo 2013;1.227 €/m2
5587;castilla-y-leon;zamora-provincia;Abril 2013;1.227 €/m2
5588;castilla-y-leon;zamora-provincia;Marzo 2013;1.226 €/m2
5589;castilla-y-leon;zamora-provincia;Febrero 2013;1.238 €/m2
5590;castilla-y-leon;zamora-provincia;Enero 2013;1.226 €/m2
5591;castilla-y-leon;zamora-provincia;Diciembre 2012;1.240 €/m2
5592;castilla-y-leon;zamora-provincia;Noviembre 2012;1.272 €/m2
5593;castilla-y-leon;zamora-provincia;Octubre 2012;1.292 €/m2
5594;castilla-y-leon;zamora-provincia;Septiembre 2012;1.298 €/m2
5595;castilla-y-leon;zamora-provincia;Agosto 2012;1.294 €/m2
5596;castilla-y-leon;zamora-provincia;Julio 2012;1.301 €/m2
5597;castilla-y-leon;zamora-provincia;Junio 2012;1.295 €/m2
5598;castilla-y-leon;zamora-provincia;Mayo 2012;1.274 €/m2
5599;castilla-y-leon;zamora-provincia;Abril 2012;1.281 €/m2
5600;castilla-y-leon;zamora-provincia;Marzo 2012;1.290 €/m2
5601;castilla-y-leon;zamora-provincia;Febrero 2012;1.301 €/m2
5602;castilla-y-leon;zamora-provincia;Enero 2012;1.316 €/m2
5603;castilla-y-leon;zamora-provincia;Diciembre 2011;1.308 €/m2
5604;castilla-y-leon;zamora-provincia;Noviembre 2011;1.325 €/m2
5605;castilla-y-leon;zamora-provincia;Octubre 2011;1.316 €/m2
5606;castilla-y-leon;zamora-provincia;Septiembre 2011;1.313 €/m2
5607;castilla-y-leon;zamora-provincia;Agosto 2011;1.347 €/m2
5608;castilla-y-leon;zamora-provincia;Julio 2011;1.356 €/m2
5609;castilla-y-leon;zamora-provincia;Junio 2011;1.357 €/m2
5610;castilla-y-leon;zamora-provincia;Mayo 2011;1.358 €/m2
5611;castilla-y-leon;zamora-provincia;Abril 2011;1.366 €/m2
5612;castilla-y-leon;zamora-provincia;Marzo 2011;1.368 €/m2
5613;castilla-y-leon;zamora-provincia;Febrero 2011;1.158 €/m2
5614;castilla-y-leon;zamora-provincia;Enero 2011;1.225 €/m2
5615;castilla-y-leon;zamora-provincia;Diciembre 2010;1.214 €/m2
5616;castilla-y-leon;zamora-provincia;Noviembre 2010;1.183 €/m2
5617;castilla-y-leon;zamora-provincia;Octubre 2010;1.162 €/m2
5618;castilla-y-leon;zamora-provincia;Septiembre 2010;1.149 €/m2
5619;castilla-y-leon;zamora-provincia;Agosto 2010;1.130 €/m2
5620;castilla-y-leon;zamora-provincia;Julio 2010;1.143 €/m2
5621;castilla-y-leon;zamora-provincia;Junio 2010;1.124 €/m2
5622;castilla-y-leon;zamora-provincia;Mayo 2010;1.104 €/m2
5623;castilla-y-leon;zamora-provincia;Abril 2010;1.119 €/m2
5624;castilla-y-leon;zamora-provincia;Marzo 2010;1.105 €/m2
5625;castilla-y-leon;zamora-provincia;Febrero 2010;1.121 €/m2
5626;castilla-y-leon;zamora-provincia;Enero 2010;1.087 €/m2
5627;castilla-y-leon;zamora-provincia;Diciembre 2009;1.086 €/m2
5628;castilla-y-leon;zamora-provincia;Noviembre 2009;1.086 €/m2
5629;castilla-y-leon;zamora-provincia;Octubre 2009;1.089 €/m2
5630;castilla-y-leon;zamora-provincia;Septiembre 2009;1.083 €/m2
5631;castilla-y-leon;zamora-provincia;Agosto 2009;1.093 €/m2
5632;castilla-y-leon;zamora-provincia;Julio 2009;1.129 €/m2
5633;castilla-y-leon;zamora-provincia;Junio 2009;1.109 €/m2
5634;castilla-y-leon;zamora-provincia;Mayo 2009;1.125 €/m2
5635;castilla-y-leon;zamora-provincia;Abril 2009;1.130 €/m2
5636;castilla-y-leon;zamora-provincia;Marzo 2009;1.122 €/m2
5637;castilla-y-leon;zamora-provincia;Febrero 2009;1.123 €/m2
5638;castilla-y-leon;zamora-provincia;Enero 2009;1.100 €/m2
5639;castilla-y-leon;zamora-provincia;Diciembre 2008;1.083 €/m2
5640;castilla-y-leon;zamora-provincia;Noviembre 2008;1.082 €/m2
5641;castilla-y-leon;zamora-provincia;Octubre 2008;1.058 €/m2
5642;castilla-y-leon;zamora-provincia;Septiembre 2008;1.012 €/m2
5643;castilla-y-leon;zamora-provincia;Agosto 2008;1.046 €/m2
5644;castilla-y-leon;zamora-provincia;Julio 2008;1.038 €/m2
5645;castilla-y-leon;zamora-provincia;Junio 2008;1.005 €/m2
5646;castilla-y-leon;zamora-provincia;Mayo 2008;1.009 €/m2
5647;castilla-y-leon;zamora-provincia;Abril 2008;980 €/m2
5648;castilla-y-leon;zamora-provincia;Marzo 2008;972 €/m2
5649;castilla-y-leon;zamora-provincia;Febrero 2008;942 €/m2
5650;castilla-y-leon;zamora-provincia;Enero 2008;n.d.
5651;castilla-y-leon;zamora-provincia;Diciembre 2007;n.d.
5652;castilla-y-leon;zamora-provincia;Noviembre 2007;n.d.
5653;castilla-y-leon;zamora-provincia;Octubre 2007;n.d.
5654;castilla-y-leon;zamora-provincia;Septiembre 2007;n.d.
5655;castilla-y-leon;zamora-provincia;Agosto 2007;n.d.
5656;castilla-y-leon;zamora-provincia;Julio 2007;n.d.
5657;castilla-y-leon;zamora-provincia;Junio 2007;n.d.
5658;castilla-y-leon;zamora-provincia;Mayo 2007;n.d.
5659;castilla-y-leon;zamora-provincia;Abril 2007;n.d.
5660;castilla-y-leon;zamora-provincia;Marzo 2007;n.d.
5661;castilla-y-leon;zamora-provincia;Febrero 2007;n.d.
5662;castilla-y-leon;zamora-provincia;Enero 2007;n.d.
5663;castilla-y-leon;zamora-provincia;Diciembre 2006;n.d.
5664;castilla-y-leon;zamora-provincia;Noviembre 2006;n.d.
5665;castilla-y-leon;zamora-provincia;Octubre 2006;n.d.
5666;castilla-y-leon;zamora-provincia;Septiembre 2006;n.d.
5667;castilla-y-leon;zamora-provincia;Agosto 2006;n.d.
5668;castilla-y-leon;zamora-provincia;Julio 2006;n.d.
5669;castilla-y-leon;zamora-provincia;Junio 2006;n.d.
5670;castilla-y-leon;zamora-provincia;Mayo 2006;n.d.
5671;castilla-y-leon;zamora-provincia;Abril 2006;n.d.
5672;castilla-y-leon;zamora-provincia;Marzo 2006;n.d.
5673;castilla-y-leon;zamora-provincia;Febrero 2006;n.d.
5674;castilla-y-leon;zamora-provincia;Enero 2006;n.d.
5675;castilla-la-mancha;albacete-provincia;Noviembre 2024;1.159 €/m2
5676;castilla-la-mancha;albacete-provincia;Octubre 2024;1.139 €/m2
5677;castilla-la-mancha;albacete-provincia;Septiembre 2024;1.145 €/m2
5678;castilla-la-mancha;albacete-provincia;Agosto 2024;1.157 €/m2
5679;castilla-la-mancha;albacete-provincia;Julio 2024;1.153 €/m2
5680;castilla-la-mancha;albacete-provincia;Junio 2024;1.152 €/m2
5681;castilla-la-mancha;albacete-provincia;Mayo 2024;1.149 €/m2
5682;castilla-la-mancha;albacete-provincia;Abril 2024;1.149 €/m2
5683;castilla-la-mancha;albacete-provincia;Marzo 2024;1.140 €/m2
5684;castilla-la-mancha;albacete-provincia;Febrero 2024;1.129 €/m2
5685;castilla-la-mancha;albacete-provincia;Enero 2024;1.124 €/m2
5686;castilla-la-mancha;albacete-provincia;Diciembre 2023;1.124 €/m2
5687;castilla-la-mancha;albacete-provincia;Noviembre 2023;1.112 €/m2
5688;castilla-la-mancha;albacete-provincia;Octubre 2023;1.105 €/m2
5689;castilla-la-mancha;albacete-provincia;Septiembre 2023;1.095 €/m2
5690;castilla-la-mancha;albacete-provincia;Agosto 2023;1.098 €/m2
5691;castilla-la-mancha;albacete-provincia;Julio 2023;1.079 €/m2
5692;castilla-la-mancha;albacete-provincia;Junio 2023;1.076 €/m2
5693;castilla-la-mancha;albacete-provincia;Mayo 2023;1.076 €/m2
5694;castilla-la-mancha;albacete-provincia;Abril 2023;1.075 €/m2
5695;castilla-la-mancha;albacete-provincia;Marzo 2023;1.077 €/m2
5696;castilla-la-mancha;albacete-provincia;Febrero 2023;1.077 €/m2
5697;castilla-la-mancha;albacete-provincia;Enero 2023;1.066 €/m2
5698;castilla-la-mancha;albacete-provincia;Diciembre 2022;1.068 €/m2
5699;castilla-la-mancha;albacete-provincia;Noviembre 2022;1.073 €/m2
5700;castilla-la-mancha;albacete-provincia;Octubre 2022;1.072 €/m2
5701;castilla-la-mancha;albacete-provincia;Septiembre 2022;1.080 €/m2
5702;castilla-la-mancha;albacete-provincia;Agosto 2022;1.072 €/m2
5703;castilla-la-mancha;albacete-provincia;Julio 2022;1.074 €/m2
5704;castilla-la-mancha;albacete-provincia;Junio 2022;1.073 €/m2
5705;castilla-la-mancha;albacete-provincia;Mayo 2022;1.074 €/m2
5706;castilla-la-mancha;albacete-provincia;Abril 2022;1.071 €/m2
5707;castilla-la-mancha;albacete-provincia;Marzo 2022;1.057 €/m2
5708;castilla-la-mancha;albacete-provincia;Febrero 2022;1.021 €/m2
5709;castilla-la-mancha;albacete-provincia;Enero 2022;1.032 €/m2
5710;castilla-la-mancha;albacete-provincia;Diciembre 2021;1.047 €/m2
5711;castilla-la-mancha;albacete-provincia;Noviembre 2021;1.047 €/m2
5712;castilla-la-mancha;albacete-provincia;Octubre 2021;1.046 €/m2
5713;castilla-la-mancha;albacete-provincia;Septiembre 2021;1.060 €/m2
5714;castilla-la-mancha;albacete-provincia;Agosto 2021;1.062 €/m2
5715;castilla-la-mancha;albacete-provincia;Julio 2021;1.088 €/m2
5716;castilla-la-mancha;albacete-provincia;Junio 2021;1.095 €/m2
5717;castilla-la-mancha;albacete-provincia;Mayo 2021;1.085 €/m2
5718;castilla-la-mancha;albacete-provincia;Abril 2021;1.076 €/m2
5719;castilla-la-mancha;albacete-provincia;Marzo 2021;1.077 €/m2
5720;castilla-la-mancha;albacete-provincia;Febrero 2021;1.072 €/m2
5721;castilla-la-mancha;albacete-provincia;Enero 2021;1.078 €/m2
5722;castilla-la-mancha;albacete-provincia;Diciembre 2020;1.069 €/m2
5723;castilla-la-mancha;albacete-provincia;Noviembre 2020;1.062 €/m2
5724;castilla-la-mancha;albacete-provincia;Octubre 2020;1.074 €/m2
5725;castilla-la-mancha;albacete-provincia;Septiembre 2020;1.072 €/m2
5726;castilla-la-mancha;albacete-provincia;Agosto 2020;1.067 €/m2
5727;castilla-la-mancha;albacete-provincia;Julio 2020;1.069 €/m2
5728;castilla-la-mancha;albacete-provincia;Junio 2020;1.054 €/m2
5729;castilla-la-mancha;albacete-provincia;Mayo 2020;1.083 €/m2
5730;castilla-la-mancha;albacete-provincia;Abril 2020;1.099 €/m2
5731;castilla-la-mancha;albacete-provincia;Marzo 2020;1.100 €/m2
5732;castilla-la-mancha;albacete-provincia;Febrero 2020;1.087 €/m2
5733;castilla-la-mancha;albacete-provincia;Enero 2020;1.090 €/m2
5734;castilla-la-mancha;albacete-provincia;Diciembre 2019;1.087 €/m2
5735;castilla-la-mancha;albacete-provincia;Noviembre 2019;1.082 €/m2
5736;castilla-la-mancha;albacete-provincia;Octubre 2019;1.074 €/m2
5737;castilla-la-mancha;albacete-provincia;Septiembre 2019;1.075 €/m2
5738;castilla-la-mancha;albacete-provincia;Agosto 2019;1.071 €/m2
5739;castilla-la-mancha;albacete-provincia;Julio 2019;1.078 €/m2
5740;castilla-la-mancha;albacete-provincia;Junio 2019;1.095 €/m2
5741;castilla-la-mancha;albacete-provincia;Mayo 2019;1.082 €/m2
5742;castilla-la-mancha;albacete-provincia;Abril 2019;1.087 €/m2
5743;castilla-la-mancha;albacete-provincia;Marzo 2019;1.084 €/m2
5744;castilla-la-mancha;albacete-provincia;Febrero 2019;1.084 €/m2
5745;castilla-la-mancha;albacete-provincia;Enero 2019;1.092 €/m2
5746;castilla-la-mancha;albacete-provincia;Diciembre 2018;1.092 €/m2
5747;castilla-la-mancha;albacete-provincia;Noviembre 2018;1.096 €/m2
5748;castilla-la-mancha;albacete-provincia;Octubre 2018;1.092 €/m2
5749;castilla-la-mancha;albacete-provincia;Septiembre 2018;1.095 €/m2
5750;castilla-la-mancha;albacete-provincia;Agosto 2018;1.080 €/m2
5751;castilla-la-mancha;albacete-provincia;Julio 2018;1.083 €/m2
5752;castilla-la-mancha;albacete-provincia;Junio 2018;1.083 €/m2
5753;castilla-la-mancha;albacete-provincia;Mayo 2018;1.075 €/m2
5754;castilla-la-mancha;albacete-provincia;Abril 2018;1.091 €/m2
5755;castilla-la-mancha;albacete-provincia;Marzo 2018;1.093 €/m2
5756;castilla-la-mancha;albacete-provincia;Febrero 2018;1.101 €/m2
5757;castilla-la-mancha;albacete-provincia;Enero 2018;1.078 €/m2
5758;castilla-la-mancha;albacete-provincia;Diciembre 2017;1.067 €/m2
5759;castilla-la-mancha;albacete-provincia;Noviembre 2017;1.073 €/m2
5760;castilla-la-mancha;albacete-provincia;Octubre 2017;1.076 €/m2
5761;castilla-la-mancha;albacete-provincia;Septiembre 2017;1.070 €/m2
5762;castilla-la-mancha;albacete-provincia;Agosto 2017;1.074 €/m2
5763;castilla-la-mancha;albacete-provincia;Julio 2017;1.080 €/m2
5764;castilla-la-mancha;albacete-provincia;Junio 2017;1.077 €/m2
5765;castilla-la-mancha;albacete-provincia;Mayo 2017;1.078 €/m2
5766;castilla-la-mancha;albacete-provincia;Abril 2017;1.079 €/m2
5767;castilla-la-mancha;albacete-provincia;Marzo 2017;1.065 €/m2
5768;castilla-la-mancha;albacete-provincia;Febrero 2017;1.062 €/m2
5769;castilla-la-mancha;albacete-provincia;Enero 2017;1.060 €/m2
5770;castilla-la-mancha;albacete-provincia;Diciembre 2016;1.058 €/m2
5771;castilla-la-mancha;albacete-provincia;Noviembre 2016;1.036 €/m2
5772;castilla-la-mancha;albacete-provincia;Octubre 2016;1.024 €/m2
5773;castilla-la-mancha;albacete-provincia;Septiembre 2016;1.027 €/m2
5774;castilla-la-mancha;albacete-provincia;Agosto 2016;1.024 €/m2
5775;castilla-la-mancha;albacete-provincia;Julio 2016;1.018 €/m2
5776;castilla-la-mancha;albacete-provincia;Junio 2016;1.027 €/m2
5777;castilla-la-mancha;albacete-provincia;Mayo 2016;1.024 €/m2
5778;castilla-la-mancha;albacete-provincia;Abril 2016;1.031 €/m2
5779;castilla-la-mancha;albacete-provincia;Marzo 2016;1.049 €/m2
5780;castilla-la-mancha;albacete-provincia;Febrero 2016;1.050 €/m2
5781;castilla-la-mancha;albacete-provincia;Enero 2016;1.047 €/m2
5782;castilla-la-mancha;albacete-provincia;Diciembre 2015;1.065 €/m2
5783;castilla-la-mancha;albacete-provincia;Noviembre 2015;1.070 €/m2
5784;castilla-la-mancha;albacete-provincia;Octubre 2015;1.081 €/m2
5785;castilla-la-mancha;albacete-provincia;Septiembre 2015;1.083 €/m2
5786;castilla-la-mancha;albacete-provincia;Agosto 2015;1.087 €/m2
5787;castilla-la-mancha;albacete-provincia;Julio 2015;1.092 €/m2
5788;castilla-la-mancha;albacete-provincia;Junio 2015;1.088 €/m2
5789;castilla-la-mancha;albacete-provincia;Mayo 2015;1.093 €/m2
5790;castilla-la-mancha;albacete-provincia;Abril 2015;1.096 €/m2
5791;castilla-la-mancha;albacete-provincia;Marzo 2015;1.096 €/m2
5792;castilla-la-mancha;albacete-provincia;Febrero 2015;1.095 €/m2
5793;castilla-la-mancha;albacete-provincia;Enero 2015;1.102 €/m2
5794;castilla-la-mancha;albacete-provincia;Diciembre 2014;1.101 €/m2
5795;castilla-la-mancha;albacete-provincia;Noviembre 2014;1.091 €/m2
5796;castilla-la-mancha;albacete-provincia;Octubre 2014;1.090 €/m2
5797;castilla-la-mancha;albacete-provincia;Septiembre 2014;1.090 €/m2
5798;castilla-la-mancha;albacete-provincia;Agosto 2014;1.095 €/m2
5799;castilla-la-mancha;albacete-provincia;Julio 2014;1.105 €/m2
5800;castilla-la-mancha;albacete-provincia;Junio 2014;1.117 €/m2
5801;castilla-la-mancha;albacete-provincia;Mayo 2014;1.117 €/m2
5802;castilla-la-mancha;albacete-provincia;Abril 2014;1.125 €/m2
5803;castilla-la-mancha;albacete-provincia;Marzo 2014;1.136 €/m2
5804;castilla-la-mancha;albacete-provincia;Febrero 2014;1.153 €/m2
5805;castilla-la-mancha;albacete-provincia;Enero 2014;1.161 €/m2
5806;castilla-la-mancha;albacete-provincia;Diciembre 2013;1.163 €/m2
5807;castilla-la-mancha;albacete-provincia;Noviembre 2013;1.171 €/m2
5808;castilla-la-mancha;albacete-provincia;Octubre 2013;1.178 €/m2
5809;castilla-la-mancha;albacete-provincia;Septiembre 2013;1.192 €/m2
5810;castilla-la-mancha;albacete-provincia;Agosto 2013;1.207 €/m2
5811;castilla-la-mancha;albacete-provincia;Julio 2013;1.209 €/m2
5812;castilla-la-mancha;albacete-provincia;Junio 2013;1.215 €/m2
5813;castilla-la-mancha;albacete-provincia;Mayo 2013;1.226 €/m2
5814;castilla-la-mancha;albacete-provincia;Abril 2013;1.195 €/m2
5815;castilla-la-mancha;albacete-provincia;Marzo 2013;1.204 €/m2
5816;castilla-la-mancha;albacete-provincia;Febrero 2013;1.196 €/m2
5817;castilla-la-mancha;albacete-provincia;Enero 2013;1.218 €/m2
5818;castilla-la-mancha;albacete-provincia;Diciembre 2012;1.236 €/m2
5819;castilla-la-mancha;albacete-provincia;Noviembre 2012;1.251 €/m2
5820;castilla-la-mancha;albacete-provincia;Octubre 2012;1.241 €/m2
5821;castilla-la-mancha;albacete-provincia;Septiembre 2012;1.230 €/m2
5822;castilla-la-mancha;albacete-provincia;Agosto 2012;1.244 €/m2
5823;castilla-la-mancha;albacete-provincia;Julio 2012;1.275 €/m2
5824;castilla-la-mancha;albacete-provincia;Junio 2012;1.285 €/m2
5825;castilla-la-mancha;albacete-provincia;Mayo 2012;1.290 €/m2
5826;castilla-la-mancha;albacete-provincia;Abril 2012;1.300 €/m2
5827;castilla-la-mancha;albacete-provincia;Marzo 2012;1.316 €/m2
5828;castilla-la-mancha;albacete-provincia;Febrero 2012;1.329 €/m2
5829;castilla-la-mancha;albacete-provincia;Enero 2012;1.343 €/m2
5830;castilla-la-mancha;albacete-provincia;Diciembre 2011;1.360 €/m2
5831;castilla-la-mancha;albacete-provincia;Noviembre 2011;1.381 €/m2
5832;castilla-la-mancha;albacete-provincia;Octubre 2011;1.386 €/m2
5833;castilla-la-mancha;albacete-provincia;Septiembre 2011;1.393 €/m2
5834;castilla-la-mancha;albacete-provincia;Agosto 2011;1.400 €/m2
5835;castilla-la-mancha;albacete-provincia;Julio 2011;1.409 €/m2
5836;castilla-la-mancha;albacete-provincia;Junio 2011;1.411 €/m2
5837;castilla-la-mancha;albacete-provincia;Mayo 2011;1.392 €/m2
5838;castilla-la-mancha;albacete-provincia;Abril 2011;1.395 €/m2
5839;castilla-la-mancha;albacete-provincia;Marzo 2011;1.412 €/m2
5840;castilla-la-mancha;albacete-provincia;Febrero 2011;1.401 €/m2
5841;castilla-la-mancha;albacete-provincia;Enero 2011;1.374 €/m2
5842;castilla-la-mancha;albacete-provincia;Diciembre 2010;1.380 €/m2
5843;castilla-la-mancha;albacete-provincia;Noviembre 2010;1.392 €/m2
5844;castilla-la-mancha;albacete-provincia;Octubre 2010;1.401 €/m2
5845;castilla-la-mancha;albacete-provincia;Septiembre 2010;1.400 €/m2
5846;castilla-la-mancha;albacete-provincia;Agosto 2010;1.406 €/m2
5847;castilla-la-mancha;albacete-provincia;Julio 2010;1.407 €/m2
5848;castilla-la-mancha;albacete-provincia;Junio 2010;1.406 €/m2
5849;castilla-la-mancha;albacete-provincia;Mayo 2010;1.369 €/m2
5850;castilla-la-mancha;albacete-provincia;Abril 2010;1.369 €/m2
5851;castilla-la-mancha;albacete-provincia;Marzo 2010;1.371 €/m2
5852;castilla-la-mancha;albacete-provincia;Febrero 2010;1.386 €/m2
5853;castilla-la-mancha;albacete-provincia;Enero 2010;1.393 €/m2
5854;castilla-la-mancha;albacete-provincia;Diciembre 2009;1.404 €/m2
5855;castilla-la-mancha;albacete-provincia;Noviembre 2009;1.310 €/m2
5856;castilla-la-mancha;albacete-provincia;Octubre 2009;1.311 €/m2
5857;castilla-la-mancha;albacete-provincia;Septiembre 2009;1.310 €/m2
5858;castilla-la-mancha;albacete-provincia;Agosto 2009;1.312 €/m2
5859;castilla-la-mancha;albacete-provincia;Julio 2009;1.319 €/m2
5860;castilla-la-mancha;albacete-provincia;Junio 2009;1.366 €/m2
5861;castilla-la-mancha;albacete-provincia;Mayo 2009;1.363 €/m2
5862;castilla-la-mancha;albacete-provincia;Abril 2009;1.303 €/m2
5863;castilla-la-mancha;albacete-provincia;Marzo 2009;1.326 €/m2
5864;castilla-la-mancha;albacete-provincia;Febrero 2009;1.344 €/m2
5865;castilla-la-mancha;albacete-provincia;Enero 2009;1.372 €/m2
5866;castilla-la-mancha;albacete-provincia;Diciembre 2008;1.383 €/m2
5867;castilla-la-mancha;albacete-provincia;Noviembre 2008;1.298 €/m2
5868;castilla-la-mancha;albacete-provincia;Octubre 2008;1.332 €/m2
5869;castilla-la-mancha;albacete-provincia;Septiembre 2008;1.339 €/m2
5870;castilla-la-mancha;albacete-provincia;Agosto 2008;1.404 €/m2
5871;castilla-la-mancha;albacete-provincia;Julio 2008;1.381 €/m2
5872;castilla-la-mancha;albacete-provincia;Junio 2008;1.519 €/m2
5873;castilla-la-mancha;albacete-provincia;Mayo 2008;1.547 €/m2
5874;castilla-la-mancha;albacete-provincia;Abril 2008;1.570 €/m2
5875;castilla-la-mancha;albacete-provincia;Marzo 2008;1.534 €/m2
5876;castilla-la-mancha;albacete-provincia;Febrero 2008;1.550 €/m2
5877;castilla-la-mancha;albacete-provincia;Enero 2008;1.466 €/m2
5878;castilla-la-mancha;albacete-provincia;Diciembre 2007;1.493 €/m2
5879;castilla-la-mancha;albacete-provincia;Noviembre 2007;n.d.
5880;castilla-la-mancha;albacete-provincia;Octubre 2007;n.d.
5881;castilla-la-mancha;albacete-provincia;Septiembre 2007;n.d.
5882;castilla-la-mancha;albacete-provincia;Agosto 2007;n.d.
5883;castilla-la-mancha;albacete-provincia;Julio 2007;n.d.
5884;castilla-la-mancha;albacete-provincia;Junio 2007;n.d.
5885;castilla-la-mancha;albacete-provincia;Mayo 2007;n.d.
5886;castilla-la-mancha;albacete-provincia;Abril 2007;n.d.
5887;castilla-la-mancha;albacete-provincia;Marzo 2007;n.d.
5888;castilla-la-mancha;albacete-provincia;Febrero 2007;n.d.
5889;castilla-la-mancha;albacete-provincia;Enero 2007;n.d.
5890;castilla-la-mancha;albacete-provincia;Diciembre 2006;n.d.
5891;castilla-la-mancha;albacete-provincia;Noviembre 2006;n.d.
5892;castilla-la-mancha;albacete-provincia;Octubre 2006;n.d.
5893;castilla-la-mancha;albacete-provincia;Septiembre 2006;n.d.
5894;castilla-la-mancha;albacete-provincia;Agosto 2006;n.d.
5895;castilla-la-mancha;albacete-provincia;Julio 2006;n.d.
5896;castilla-la-mancha;albacete-provincia;Junio 2006;n.d.
5897;castilla-la-mancha;albacete-provincia;Mayo 2006;n.d.
5898;castilla-la-mancha;albacete-provincia;Abril 2006;n.d.
5899;castilla-la-mancha;albacete-provincia;Marzo 2006;n.d.
5900;castilla-la-mancha;albacete-provincia;Febrero 2006;n.d.
5901;castilla-la-mancha;albacete-provincia;Enero 2006;n.d.
5902;castilla-la-mancha;ciudad-real-provincia;Noviembre 2024;743 €/m2
5903;castilla-la-mancha;ciudad-real-provincia;Octubre 2024;746 €/m2
5904;castilla-la-mancha;ciudad-real-provincia;Septiembre 2024;745 €/m2
5905;castilla-la-mancha;ciudad-real-provincia;Agosto 2024;747 €/m2
5906;castilla-la-mancha;ciudad-real-provincia;Julio 2024;750 €/m2
5907;castilla-la-mancha;ciudad-real-provincia;Junio 2024;754 €/m2
5908;castilla-la-mancha;ciudad-real-provincia;Mayo 2024;752 €/m2
5909;castilla-la-mancha;ciudad-real-provincia;Abril 2024;749 €/m2
5910;castilla-la-mancha;ciudad-real-provincia;Marzo 2024;751 €/m2
5911;castilla-la-mancha;ciudad-real-provincia;Febrero 2024;747 €/m2
5912;castilla-la-mancha;ciudad-real-provincia;Enero 2024;746 €/m2
5913;castilla-la-mancha;ciudad-real-provincia;Diciembre 2023;745 €/m2
5914;castilla-la-mancha;ciudad-real-provincia;Noviembre 2023;746 €/m2
5915;castilla-la-mancha;ciudad-real-provincia;Octubre 2023;751 €/m2
5916;castilla-la-mancha;ciudad-real-provincia;Septiembre 2023;752 €/m2
5917;castilla-la-mancha;ciudad-real-provincia;Agosto 2023;752 €/m2
