;Provincia;Fecha;Poblacion;Comunidad;Poblacion_normalizado
0;Albacete;2023-01-01;387529.0;Castilla-La Mancha;0.2245201853077432
1;Albacete;2022-10-01;386929.0;Castilla-La Mancha;0.1914295168762409
2;Albacete;2022-07-01;386330.0;Castilla-La Mancha;0.15839399955879108
3;Albacete;2022-04-01;386047.0;Castilla-La Mancha;0.1427862342819325
4;Albacete;2022-01-01;385967.0;Castilla-La Mancha;0.1383741451577322
5;Albacete;2021-10-01;386239.0;Castilla-La Mancha;0.15337524818001325
6;Albacete;2021-07-01;386073.0;Castilla-La Mancha;0.14422016324729758
7;Albacete;2021-04-01;386546.0;Castilla-La Mancha;0.17030664019413191
8;Albacete;2021-01-01;386726.0;Castilla-La Mancha;0.18023384072358262
10;Albacete;2020-07-01;386847.0;Castilla-La Mancha;0.1869071255239356
12;Albacete;2020-01-01;387838.0;Castilla-La Mancha;0.2415618795499669
14;Albacete;2019-07-01;387730.0;Castilla-La Mancha;0.23560555923229648
16;Albacete;2019-01-01;387818.0;Castilla-La Mancha;0.24045885726891683
18;Albacete;2018-07-01;387804.0;Castilla-La Mancha;0.2396867416721818
20;Albacete;2018-01-01;388948.0;Castilla-La Mancha;0.3027796161482462
22;Albacete;2017-07-01;388964.0;Castilla-La Mancha;0.3036620339730863
24;Albacete;2017-01-01;390225.0;Castilla-La Mancha;0.37320758879329363
26;Albacete;2016-07-01;390823.0;Castilla-La Mancha;0.4061879549966909
28;Albacete;2016-01-01;391865.0;Castilla-La Mancha;0.46365541583939995
30;Albacete;2015-07-01;392673.0;Castilla-La Mancha;0.508217515993823
32;Albacete;2015-01-01;394012.0;Castilla-La Mancha;0.5820648577101257
34;Albacete;2014-07-01;394908.0;Castilla-La Mancha;0.6314802559011692
36;Albacete;2014-01-01;396017.0;Castilla-La Mancha;0.692642841385396
38;Albacete;2013-07-01;397245.0;Castilla-La Mancha;0.7603684094418707
40;Albacete;2013-01-01;399093.0;Castilla-La Mancha;0.8622876682108979
42;Albacete;2012-07-01;400147.0;Castilla-La Mancha;0.9204169424222369
44;Albacete;2012-01-01;401590.0;Castilla-La Mancha;1.0
46;Albacete;2011-07-01;401254.0;Castilla-La Mancha;0.9814692256783587
48;Albacete;2011-01-01;400847.0;Castilla-La Mancha;0.9590227222589897
50;Albacete;2010-07-01;399967.0;Castilla-La Mancha;0.9104897418927862
52;Albacete;2010-01-01;399448.0;Castilla-La Mancha;0.8818663136995367
54;Albacete;2009-07-01;398645.0;Castilla-La Mancha;0.8375799691153761
56;Albacete;2009-01-01;397881.0;Castilla-La Mancha;0.7954445179792632
58;Albacete;2008-07-01;396292.0;Castilla-La Mancha;0.7078093977498345
60;Albacete;2008-01-01;394521.0;Castilla-La Mancha;0.6101367747628502
62;Albacete;2007-07-01;392025.0;Castilla-La Mancha;0.47247959408780055
64;Albacete;2007-01-01;389127.0;Castilla-La Mancha;0.3126516655636444
66;Albacete;2006-07-01;386095.0;Castilla-La Mancha;0.14543348775645268
68;Albacete;2006-01-01;383458.0;Castilla-La Mancha;0.0
69;Alicante;2023-01-01;1955268.0;Valencia;1.0
70;Alicante;2022-10-01;1943936.0;Valencia;0.9530443286068271
71;Alicante;2022-07-01;1931217.0;Valencia;0.9003414355208964
72;Alicante;2022-04-01;1917105.0;Valencia;0.8418664589324338
73;Alicante;2022-01-01;1907494.0;Valencia;0.8020419833094383
74;Alicante;2021-10-01;1899737.0;Valencia;0.7698998069066108
75;Alicante;2021-07-01;1891867.0;Valencia;0.7372893997530393
76;Alicante;2021-04-01;1888399.0;Valencia;0.7229192737036638
77;Alicante;2021-01-01;1887036.0;Valencia;0.7172714992500021
79;Alicante;2020-07-01;1881459.0;Valencia;0.6941624470650634
81;Alicante;2020-01-01;1877627.0;Valencia;0.6782840378893981
83;Alicante;2019-07-01;1865814.0;Valencia;0.6293352780793423
85;Alicante;2019-01-01;1855384.0;Valencia;0.5861171654221949
87;Alicante;2018-07-01;1841763.0;Valencia;0.5296767136002387
89;Alicante;2018-01-01;1839319.0;Valencia;0.5195496697522936
91;Alicante;2017-07-01;1832843.0;Valencia;0.4927154897362162
93;Alicante;2017-01-01;1836715.0;Valencia;0.5087596443103748
95;Alicante;2016-07-01;1834916.0;Valencia;0.5013052450131353
97;Alicante;2016-01-01;1837873.0;Valencia;0.513557973596758
99;Alicante;2015-07-01;1835711.0;Valencia;0.5045994348081911
101;Alicante;2015-01-01;1838578.0;Valencia;0.5164792362452038
103;Alicante;2014-07-01;1845264.0;Valencia;0.5441835796033713
105;Alicante;2014-01-01;1848236.0;Valencia;0.556498462711429
107;Alicante;2013-07-01;1848562.0;Valencia;0.55784928770915
109;Alicante;2013-01-01;1852733.0;Valencia;0.5751323891370466
111;Alicante;2012-07-01;1852383.0;Valencia;0.5736821169002295
113;Alicante;2012-01-01;1853209.0;Valencia;0.5771047593791178
115;Alicante;2011-07-01;1847587.0;Valencia;0.553809243620874
117;Alicante;2011-01-01;1844439.0;Valencia;0.5407650807594454
119;Alicante;2010-07-01;1840159.0;Valencia;0.5230303231206543
121;Alicante;2010-01-01;1840085.0;Valencia;0.5227236941334417
123;Alicante;2009-07-01;1837673.0;Valencia;0.5127292466042912
125;Alicante;2009-01-01;1836134.0;Valencia;0.5063521923972586
127;Alicante;2008-07-01;1828487.0;Valencia;0.4746658158402877
129;Alicante;2008-01-01;1817519.0;Valencia;0.4292184275734045
131;Alicante;2007-07-01;1793377.0;Valencia;0.3291827923127284
133;Alicante;2007-01-01;1766320.0;Valencia;0.2170684611368477
135;Alicante;2006-07-01;1739193.0;Valencia;0.10466407551360356
137;Alicante;2006-01-01;1713934.0;Valencia;0.0
138;Almeria;2023-01-01;753364.0;Andalucia;1.0
139;Almeria;2022-10-01;750182.0;Andalucia;0.9746746786581241
140;Almeria;2022-07-01;746675.0;Andalucia;0.9467627044450635
141;Almeria;2022-04-01;743001.0;Andalucia;0.9175215886028095
142;Almeria;2022-01-01;739541.0;Andalucia;0.8899836841895817
143;Almeria;2021-10-01;734811.0;Andalucia;0.8523379362489554
144;Almeria;2021-07-01;732366.0;Andalucia;0.8328783477257352
145;Almeria;2021-04-01;731155.0;Andalucia;0.8232400811811055
146;Almeria;2021-01-01;730430.0;Andalucia;0.8174698555453858
148;Almeria;2020-07-01;726052.0;Andalucia;0.7826256516375503
150;Almeria;2020-01-01;724003.0;Andalucia;0.7663178001512198
152;Almeria;2019-07-01;718671.0;Andalucia;0.7238807751999682
154;Almeria;2019-01-01;714123.0;Andalucia;0.6876835528672052
156;Almeria;2018-07-01;708575.0;Andalucia;0.6435273986231048
158;Almeria;2018-01-01;707319.0;Andalucia;0.6335309801424649
160;Almeria;2017-07-01;706175.0;Andalucia;0.6244259620358947
162;Almeria;2017-01-01;704871.0;Andalucia;0.6140475148235107
164;Almeria;2016-07-01;702407.0;Andalucia;0.5944367065939751
166;Almeria;2016-01-01;700055.0;Andalucia;0.5757172987385093
168;Almeria;2015-07-01;696920.0;Andalucia;0.5507660471964663
170;Almeria;2015-01-01;694051.0;Andalucia;0.5279318715428389
172;Almeria;2014-07-01;691753.0;Andalucia;0.5096422460105854
174;Almeria;2014-01-01;690750.0;Andalucia;0.5016594373035139
176;Almeria;2013-07-01;691233.0;Andalucia;0.5055036014166899
178;Almeria;2013-01-01;692434.0;Andalucia;0.5150622786422062
180;Almeria;2012-07-01;690106.0;Andalucia;0.49653388515261254
182;Almeria;2012-01-01;689320.0;Andalucia;0.4902781646703012
184;Almeria;2011-07-01;687413.0;Andalucia;0.47510048151538065
186;Almeria;2011-01-01;686448.0;Andalucia;0.46742011222093993
188;Almeria;2010-07-01;683783.0;Andalucia;0.4462095586772255
190;Almeria;2010-01-01;680484.0;Andalucia;0.4199530423017231
192;Almeria;2009-07-01;676797.0;Andalucia;0.39060846034462177
194;Almeria;2009-01-01;673042.0;Andalucia;0.36072267101754946
196;Almeria;2008-07-01;666284.0;Andalucia;0.3069362091607306
198;Almeria;2008-01-01;659443.0;Andalucia;0.2524891559552708
200;Almeria;2007-07-01;649622.0;Andalucia;0.17432448565402522
202;Almeria;2007-01-01;642797.0;Andalucia;0.1200047753591468
204;Almeria;2006-07-01;635564.0;Andalucia;0.062437820844442674
206;Almeria;2006-01-01;627719.0;Andalucia;0.0
207;Alava;2023-01-01;336308.0;Pais Vasco;1.0
208;Alava;2022-10-01;335666.0;Pais Vasco;0.9810210778372306
209;Alava;2022-07-01;335191.0;Pais Vasco;0.9669790404115056
210;Alava;2022-04-01;334523.0;Pais Vasco;0.9472315014633281
211;Alava;2022-01-01;333908.0;Pais Vasco;0.929050758270021
212;Alava;2021-10-01;333165.0;Pais Vasco;0.9070860555177817
213;Alava;2021-07-01;332885.0;Pais Vasco;0.8988086439826174
214;Alava;2021-04-01;333137.0;Pais Vasco;0.9062583143642652
215;Alava;2021-01-01;333485.0;Pais Vasco;0.9165459544151122
217;Alava;2020-07-01;333425.0;Pais Vasco;0.9147722233718627
219;Alava;2020-01-01;332874.0;Pais Vasco;0.8984834599580217
221;Alava;2019-07-01;331275.0;Pais Vasco;0.8512135276554231
223;Alava;2019-01-01;330104.0;Pais Vasco;0.8165962101280042
225;Alava;2018-07-01;328617.0;Pais Vasco;0.7726372424394714
227;Alava;2018-01-01;327763.0;Pais Vasco;0.7473911372572206
229;Alava;2017-07-01;326281.0;Pais Vasco;0.7035799804889585
231;Alava;2017-01-01;325250.0;Pais Vasco;0.6731013687291217
233;Alava;2016-07-01;324006.0;Pais Vasco;0.6363260117657492
235;Alava;2016-01-01;322974.0;Pais Vasco;0.6058178378218583
237;Alava;2015-07-01;322080.0;Pais Vasco;0.5793892452774411
239;Alava;2015-01-01;321541.0;Pais Vasco;0.56345522807225
241;Alava;2014-07-01;321014.0;Pais Vasco;0.5478759570757088
243;Alava;2014-01-01;320451.0;Pais Vasco;0.5312324474532178
245;Alava;2013-07-01;320284.0;Pais Vasco;0.5262955627161735
247;Alava;2013-01-01;320199.0;Pais Vasco;0.5237827770715701
249;Alava;2012-07-01;319840.0;Pais Vasco;0.5131699529961273
251;Alava;2012-01-01;320566.0;Pais Vasco;0.534632098619446
253;Alava;2011-07-01;320546.0;Pais Vasco;0.5340408549383628
255;Alava;2011-01-01;319846.0;Pais Vasco;0.5133473261004523
257;Alava;2010-07-01;318688.0;Pais Vasco;0.4791143169657374
259;Alava;2010-01-01;317737.0;Pais Vasco;0.45100067993023324
261;Alava;2009-07-01;316720.0;Pais Vasco;0.4209359387471546
263;Alava;2009-01-01;315280.0;Pais Vasco;0.37836639370916725
265;Alava;2008-07-01;313154.0;Pais Vasco;0.3155171904100275
267;Alava;2008-01-01;310944.0;Pais Vasco;0.2501847636503385
269;Alava;2007-07-01;308653.0;Pais Vasco;0.1824577999822627
271;Alava;2007-01-01;306475.0;Pais Vasco;0.11807136311230673
273;Alava;2006-07-01;304299.0;Pais Vasco;0.0537440506104591
275;Alava;2006-01-01;302481.0;Pais Vasco;0.0
276;Asturias;2023-01-01;1006060.0;Principado de Asturias;0.023826208829712685
277;Asturias;2022-10-01;1005533.0;Principado de Asturias;0.016584910067741182
278;Asturias;2022-07-01;1004553.0;Principado de Asturias;0.003119117303543702
279;Asturias;2022-04-01;1004326.0;Principado de Asturias;0.0
280;Asturias;2022-01-01;1004960.0;Principado de Asturias;0.008711543482144084
281;Asturias;2021-10-01;1006430.0;Principado de Asturias;0.028910232628440304
282;Asturias;2021-07-01;1007329.0;Principado de Asturias;0.04126303639886228
283;Asturias;2021-04-01;1009420.0;Principado de Asturias;0.06999464116410405
284;Asturias;2021-01-01;1012117.0;Principado de Asturias;0.10705305247536996
286;Asturias;2020-07-01;1014604.0;Principado de Asturias;0.14122593676573642
288;Asturias;2020-01-01;1018053.0;Principado de Asturias;0.1886172829327947
290;Asturias;2019-07-01;1019217.0;Principado de Asturias;0.20461134699149455
292;Asturias;2019-01-01;1021469.0;Principado de Asturias;0.2355551891394259
294;Asturias;2018-07-01;1023596.0;Principado de Asturias;0.26478145567967903
296;Asturias;2018-01-01;1027091.0;Principado de Asturias;0.31280486967036286
298;Asturias;2017-07-01;1029282.0;Principado de Asturias;0.3429105349217473
300;Asturias;2017-01-01;1033550.0;Principado de Asturias;0.40155543647031344
302;Asturias;2016-07-01;1036480.0;Principado de Asturias;0.4418154087142916
304;Asturias;2016-01-01;1040407.0;Principado de Asturias;0.4957747640051115
306;Asturias;2015-07-01;1043486.0;Principado de Asturias;0.5380820863734421
308;Asturias;2015-01-01;1049328.0;Principado de Asturias;0.6183546999738928
310;Asturias;2014-07-01;1053538.0;Principado de Asturias;0.6762026464404963
312;Asturias;2014-01-01;1058560.0;Principado de Asturias;0.7452079640545777
314;Asturias;2013-07-01;1062598.0;Principado de Asturias;0.8006925264850159
316;Asturias;2013-01-01;1067425.0;Principado de Asturias;0.8670184261511191
318;Asturias;2012-07-01;1070365.0;Principado de Asturias;0.9074158044437116
320;Asturias;2012-01-01;1074304.0;Principado de Asturias;0.9615400469928687
322;Asturias;2011-07-01;1075114.0;Principado de Asturias;0.9726699369306236
324;Asturias;2011-01-01;1075877.0;Principado de Asturias;0.9831540184398917
326;Asturias;2010-07-01;1076165.0;Principado de Asturias;0.9871113126399824
328;Asturias;2010-01-01;1077103.0;Principado de Asturias;1.0
330;Asturias;2009-07-01;1076430.0;Principado de Asturias;0.9907525729282604
332;Asturias;2009-01-01;1076280.0;Principado de Asturias;0.9886914821990465
334;Asturias;2008-07-01;1074019.0;Principado de Asturias;0.9576239746073623
336;Asturias;2008-01-01;1071081.0;Principado de Asturias;0.9172540775244926
338;Asturias;2007-07-01;1068046.0;Principado de Asturias;0.8755513417700648
340;Asturias;2007-01-01;1065291.0;Principado de Asturias;0.837695975376836
342;Asturias;2006-07-01;1063801.0;Principado de Asturias;0.8172224741333114
344;Asturias;2006-01-01;1063488.0;Principado de Asturias;0.812921664811685
345;Avila;2023-01-01;159764.0;Castilla y Leon;0.10785247254491208
346;Avila;2022-10-01;159704.0;Castilla y Leon;0.10404367422078334
347;Avila;2022-07-01;159328.0;Castilla y Leon;0.08017520472290993
348;Avila;2022-04-01;158963.0;Castilla y Leon;0.05700501491779344
349;Avila;2022-01-01;159102.0;Castilla y Leon;0.06582873103535834
350;Avila;2021-10-01;158920.0;Castilla y Leon;0.054275376118834505
351;Avila;2021-07-01;159126.0;Castilla y Leon;0.06735225036500984
352;Avila;2021-04-01;159413.0;Castilla y Leon;0.08557100234875897
353;Avila;2021-01-01;158898.0;Castilla y Leon;0.052878816733320635
355;Avila;2020-07-01;158065.0;Castilla y Leon;0.0
357;Avila;2020-01-01;158819.0;Castilla y Leon;0.047863898939884464
359;Avila;2019-07-01;158793.0;Castilla y Leon;0.046213419666095344
361;Avila;2019-01-01;159237.0;Castilla y Leon;0.074398527264648
363;Avila;2018-07-01;159312.0;Castilla y Leon;0.07915952516980893
365;Avila;2018-01-01;160104.0;Castilla y Leon;0.12943566304830825
367;Avila;2017-07-01;160623.0;Castilla y Leon;0.16238176855202183
369;Avila;2017-01-01;161782.0;Castilla y Leon;0.23595505617977527
371;Avila;2016-07-01;162707.0;Castilla y Leon;0.29467403034342665
373;Avila;2016-01-01;163669.0;Castilla y Leon;0.3557417634736241
375;Avila;2015-07-01;164476.0;Castilla y Leon;0.4069701009331556
377;Avila;2015-01-01;165694.0;Castilla y Leon;0.48428870691296894
379;Avila;2014-07-01;166306.0;Castilla y Leon;0.5231384498190821
381;Avila;2014-01-01;167265.0;Castilla y Leon;0.584015743033073
383;Avila;2013-07-01;168182.0;Castilla y Leon;0.6422268774201739
385;Avila;2013-01-01;169373.0;Castilla y Leon;0.7178315241541293
387;Avila;2012-07-01;170094.0;Castilla y Leon;0.763600584015743
389;Avila;2012-01-01;171365.0;Castilla y Leon;0.8442836285152034
391;Avila;2011-07-01;172006.0;Castilla y Leon;0.8849742906113122
393;Avila;2011-01-01;172771.0;Castilla y Leon;0.9335364692439535
395;Avila;2010-07-01;172984.0;Castilla y Leon;0.9470577032946106
397;Avila;2010-01-01;173370.0;Castilla y Leon;0.9715609725131721
399;Avila;2009-07-01;173606.0;Castilla y Leon;0.9865422459214118
401;Avila;2009-01-01;173818.0;Castilla y Leon;1.0
403;Avila;2008-07-01;173564.0;Castilla y Leon;0.9838760870945217
405;Avila;2008-01-01;173290.0;Castilla y Leon;0.9664825747476671
407;Avila;2007-07-01;172001.0;Castilla y Leon;0.8846568907509681
409;Avila;2007-01-01;170206.0;Castilla y Leon;0.77071034088745
411;Avila;2006-07-01;168930.0;Castilla y Leon;0.6897098965276456
413;Avila;2006-01-01;167950.0;Castilla y Leon;0.6274995239002095
414;Badajoz;2023-01-01;666049.0;Extremadura;0.0
415;Badajoz;2022-10-01;666324.0;Extremadura;0.010661807467142247
416;Badajoz;2022-07-01;666908.0;Extremadura;0.03330360950645524
417;Badajoz;2022-04-01;667108.0;Extremadura;0.04105765130074051
418;Badajoz;2022-01-01;667851.0;Extremadura;0.0698639165665103
419;Badajoz;2021-10-01;668561.0;Extremadura;0.097390764936223
420;Badajoz;2021-07-01;668946.0;Extremadura;0.11231729539022216
421;Badajoz;2021-04-01;669478.0;Extremadura;0.13294304656302097
422;Badajoz;2021-01-01;671092.0;Extremadura;0.1955181638429031
424;Badajoz;2020-07-01;671341.0;Extremadura;0.20517194587678828
426;Badajoz;2020-01-01;672045.0;Extremadura;0.23246617299267244
428;Badajoz;2019-07-01;672127.0;Extremadura;0.2356453301283294
430;Badajoz;2019-01-01;673384.0;Extremadura;0.2843794828054123
432;Badajoz;2018-07-01;674108.0;Extremadura;0.312449114100725
434;Badajoz;2018-01-01;675742.0;Extremadura;0.37579963556003565
436;Badajoz;2017-07-01;676869.0;Extremadura;0.4194936610708332
438;Badajoz;2017-01-01;679042.0;Extremadura;0.5037413251657427
440;Badajoz;2016-07-01;680848.0;Extremadura;0.5737603225681387
442;Badajoz;2016-01-01;682970.0;Extremadura;0.6560307060055054
444;Badajoz;2015-07-01;684038.0;Extremadura;0.6974372891869887
446;Badajoz;2015-01-01;686250.0;Extremadura;0.7831969914317838
448;Badajoz;2014-07-01;687380.0;Extremadura;0.8270073275694956
450;Badajoz;2014-01-01;688697.0;Extremadura;0.8780676927848641
452;Badajoz;2013-07-01;689491.0;Extremadura;0.9088512387081766
454;Badajoz;2013-01-01;690889.0;Extremadura;0.9630519908502306
456;Badajoz;2012-07-01;690848.0;Extremadura;0.9614624122824023
458;Badajoz;2012-01-01;691842.0;Extremadura;1.0
460;Badajoz;2011-07-01;690921.0;Extremadura;0.9642926375373163
462;Badajoz;2011-01-01;689902.0;Extremadura;0.9247857945954329
464;Badajoz;2010-07-01;688606.0;Extremadura;0.8745396037684643
466;Badajoz;2010-01-01;687745.0;Extremadura;0.8411584538440662
468;Badajoz;2009-07-01;686009.0;Extremadura;0.7738533710696701
470;Badajoz;2009-01-01;684391.0;Extremadura;0.7111231729539023
472;Badajoz;2008-07-01;682212.0;Extremadura;0.6266428876051642
474;Badajoz;2008-01-01;680675.0;Extremadura;0.5670530764160819
476;Badajoz;2007-07-01;677227.0;Extremadura;0.4333733958826038
478;Badajoz;2007-01-01;674169.0;Extremadura;0.314814096847982
480;Badajoz;2006-07-01;671310.0;Extremadura;0.20397006939867407
482;Badajoz;2006-01-01;668510.0;Extremadura;0.09541348427868027
483;Islas Baleares;2023-01-01;1209906.0;Islas Baleares;1.0
484;Islas Baleares;2022-10-01;1206684.0;Islas Baleares;0.9865535978098473
485;Islas Baleares;2022-07-01;1199002.0;Islas Baleares;0.9544942366600172
486;Islas Baleares;2022-04-01;1189263.0;Islas Baleares;0.913850378519143
487;Islas Baleares;2022-01-01;1187043.0;Islas Baleares;0.9045856321311421
488;Islas Baleares;2021-10-01;1186410.0;Islas Baleares;0.9019439274178067
489;Islas Baleares;2021-07-01;1182298.0;Islas Baleares;0.8847832800540861
490;Islas Baleares;2021-04-01;1180773.0;Islas Baleares;0.8784189835488152
491;Islas Baleares;2021-01-01;1183415.0;Islas Baleares;0.8894448664123731
493;Islas Baleares;2020-07-01;1179492.0;Islas Baleares;0.8730729744843877
495;Islas Baleares;2020-01-01;1176816.0;Islas Baleares;0.8619051991085812
497;Islas Baleares;2019-07-01;1166084.0;Islas Baleares;0.8171172449482093
499;Islas Baleares;2019-01-01;1157928.0;Islas Baleares;0.7830797352452654
501;Islas Baleares;2018-07-01;1148049.0;Islas Baleares;0.7418516138186614
503;Islas Baleares;2018-01-01;1141233.0;Islas Baleares;0.7134063384219883
505;Islas Baleares;2017-07-01;1133746.0;Islas Baleares;0.6821607725629961
507;Islas Baleares;2017-01-01;1128492.0;Islas Baleares;0.6602342061113939
509;Islas Baleares;2016-07-01;1122995.0;Islas Baleares;0.6372935255281322
511;Islas Baleares;2016-01-01;1117353.0;Islas Baleares;0.6137477151132219
513;Islas Baleares;2015-07-01;1113547.0;Islas Baleares;0.5978641003597392
515;Islas Baleares;2015-01-01;1111002.0;Islas Baleares;0.5872430284870085
517;Islas Baleares;2014-07-01;1108557.0;Islas Baleares;0.5770392875326561
519;Islas Baleares;2014-01-01;1106617.0;Islas Baleares;0.5689430677161148
521;Islas Baleares;2013-07-01;1105776.0;Islas Baleares;0.5654333146925523
523;Islas Baleares;2013-01-01;1105131.0;Islas Baleares;0.5627415302690115
525;Islas Baleares;2012-07-01;1101382.0;Islas Baleares;0.5470957941390046
527;Islas Baleares;2012-01-01;1100715.0;Islas Baleares;0.5443121969134205
529;Islas Baleares;2011-07-01;1095456.0;Islas Baleares;0.5223647639158995
531;Islas Baleares;2011-01-01;1091656.0;Islas Baleares;0.5065061890175195
533;Islas Baleares;2010-07-01;1087640.0;Islas Baleares;0.48974617933544223
535;Islas Baleares;2010-01-01;1083683.0;Islas Baleares;0.4732323948952082
537;Islas Baleares;2009-07-01;1078053.0;Islas Baleares;0.44973666419050323
539;Islas Baleares;2009-01-01;1070164.0;Islas Baleares;0.41681342803962973
541;Islas Baleares;2008-07-01;1057440.0;Islas Baleares;0.3637122419851597
543;Islas Baleares;2008-01-01;1042855.0;Islas Baleares;0.3028445275396673
545;Islas Baleares;2007-07-01;1025216.0;Islas Baleares;0.229231526846898
547;Islas Baleares;2007-01-01;1005184.0;Islas Baleares;0.14563179727733308
549;Islas Baleares;2006-07-01;987203.0;Islas Baleares;0.07059152484370958
551;Islas Baleares;2006-01-01;970288.0;Islas Baleares;0.0
552;Barcelona;2023-01-01;5797356.0;Cataluna;1.0
553;Barcelona;2022-10-01;5772932.0;Cataluna;0.9575609722193262
554;Barcelona;2022-07-01;5746510.0;Cataluna;0.9116502290150614
555;Barcelona;2022-04-01;5719643.0;Cataluna;0.8649662558991361
556;Barcelona;2022-01-01;5699602.0;Cataluna;0.830143108349493
557;Barcelona;2021-10-01;5696029.0;Cataluna;0.8239346803172154
558;Barcelona;2021-07-01;5685835.0;Cataluna;0.8062216337566116
559;Barcelona;2021-04-01;5694231.0;Cataluna;0.820810483955045
560;Barcelona;2021-01-01;5702262.0;Cataluna;0.8347651118663859
562;Barcelona;2020-07-01;5693716.0;Cataluna;0.8199156223718871
564;Barcelona;2020-01-01;5690371.0;Cataluna;0.814103366069629
566;Barcelona;2019-07-01;5659720.0;Cataluna;0.7608443323116273
568;Barcelona;2019-01-01;5622704.0;Cataluna;0.6965255044239177
570;Barcelona;2018-07-01;5581532.0;Cataluna;0.6249852304398896
572;Barcelona;2018-01-01;5556273.0;Cataluna;0.5810953105777852
574;Barcelona;2017-07-01;5519298.0;Cataluna;0.5168477240976668
576;Barcelona;2017-01-01;5507412.0;Cataluna;0.4961946662774453
578;Barcelona;2016-07-01;5483879.0;Cataluna;0.45530383591539997
580;Barcelona;2016-01-01;5472926.0;Cataluna;0.43627195451670525
582;Barcelona;2015-07-01;5457929.0;Cataluna;0.41021323769608764
584;Barcelona;2015-01-01;5453143.0;Cataluna;0.4018971065562946
586;Barcelona;2014-07-01;5450952.0;Cataluna;0.39809003523843284
588;Barcelona;2014-01-01;5459762.0;Cataluna;0.4133982498940067
590;Barcelona;2013-07-01;5476121.0;Cataluna;0.44182357152289803
592;Barcelona;2013-01-01;5500080.0;Cataluna;0.48345461748576907
594;Barcelona;2012-07-01;5507273.0;Cataluna;0.49595314052975803
596;Barcelona;2012-01-01;5518276.0;Cataluna;0.5150719016938079
598;Barcelona;2011-07-01;5511857.0;Cataluna;0.5039182774175164
600;Barcelona;2011-01-01;5505667.0;Cataluna;0.49316256246655127
602;Barcelona;2010-07-01;5497519.0;Cataluna;0.47900463590427933
604;Barcelona;2010-01-01;5488633.0;Cataluna;0.4635643640053657
606;Barcelona;2009-07-01;5478819.0;Cataluna;0.4465116036614608
608;Barcelona;2009-01-01;5465841.0;Cataluna;0.42396109176588337
610;Barcelona;2008-07-01;5431864.0;Cataluna;0.3649228160164585
612;Barcelona;2008-01-01;5387706.0;Cataluna;0.2881940824454221
614;Barcelona;2007-07-01;5342369.0;Cataluna;0.2094167240073118
616;Barcelona;2007-01-01;5297174.0;Cataluna;0.13088610410281004
618;Barcelona;2006-07-01;5256368.0;Cataluna;0.05998179000118156
620;Barcelona;2006-01-01;5221848.0;Cataluna;0.0
621;Vizcaya;2023-01-01;1153282.0;Pais Vasco;0.8573504983388704
622;Vizcaya;2022-10-01;1151329.0;Pais Vasco;0.755969684385382
623;Vizcaya;2022-07-01;1150283.0;Pais Vasco;0.701671511627907
624;Vizcaya;2022-04-01;1149170.0;Pais Vasco;0.6438953488372093
625;Vizcaya;2022-01-01;1148677.0;Pais Vasco;0.6183035714285714
626;Vizcaya;2021-10-01;1148094.0;Pais Vasco;0.5880398671096345
627;Vizcaya;2021-07-01;1148581.0;Pais Vasco;0.6133201827242525
628;Vizcaya;2021-04-01;1150613.0;Pais Vasco;0.7188019102990033
629;Vizcaya;2021-01-01;1153635.0;Pais Vasco;0.8756748338870431
631;Vizcaya;2020-07-01;1155109.0;Pais Vasco;0.9521906146179402
633;Vizcaya;2020-01-01;1154696.0;Pais Vasco;0.9307516611295681
635;Vizcaya;2019-07-01;1150061.0;Pais Vasco;0.6901474252491694
637;Vizcaya;2019-01-01;1147589.0;Pais Vasco;0.5618251661129569
639;Vizcaya;2018-07-01;1144709.0;Pais Vasco;0.4123235049833887
641;Vizcaya;2018-01-01;1143742.0;Pais Vasco;0.36212624584717606
643;Vizcaya;2017-07-01;1142008.0;Pais Vasco;0.2721137873754153
645;Vizcaya;2017-01-01;1141564.0;Pais Vasco;0.2490656146179402
647;Vizcaya;2016-07-01;1140687.0;Pais Vasco;0.20354028239202657
649;Vizcaya;2016-01-01;1140191.0;Pais Vasco;0.17779277408637872
651;Vizcaya;2015-07-01;1139833.0;Pais Vasco;0.15920888704318936
653;Vizcaya;2015-01-01;1141400.0;Pais Vasco;0.24055232558139536
655;Vizcaya;2014-07-01;1141590.0;Pais Vasco;0.2504152823920266
657;Vizcaya;2014-01-01;1143121.0;Pais Vasco;0.32988995016611294
659;Vizcaya;2013-07-01;1146168.0;Pais Vasco;0.4880606312292359
661;Vizcaya;2013-01-01;1150032.0;Pais Vasco;0.688642026578073
663;Vizcaya;2012-07-01;1152578.0;Pais Vasco;0.8208056478405316
665;Vizcaya;2012-01-01;1155709.0;Pais Vasco;0.9833367940199336
667;Vizcaya;2011-07-01;1155897.0;Pais Vasco;0.9930959302325582
669;Vizcaya;2011-01-01;1156030.0;Pais Vasco;1.0
671;Vizcaya;2010-07-01;1155975.0;Pais Vasco;0.9971449335548173
673;Vizcaya;2010-01-01;1155818.0;Pais Vasco;0.9889950166112956
675;Vizcaya;2009-07-01;1155322.0;Pais Vasco;0.9632475083056479
677;Vizcaya;2009-01-01;1154628.0;Pais Vasco;0.9272217607973422
679;Vizcaya;2008-07-01;1151951.0;Pais Vasco;0.7882578903654485
