;Fecha;Provincia;Viajeros;Comunidad;Viajeros_normalizado
16073;2022-06-01;Caceres;7071.0;Extremadura;0.4032506415739949
16075;2022-06-01;Cadiz;27188.0;Andalucia;0.44903958907955804
16077;2022-06-01;Cantabria;12473.0;Cantabria;0.4110261648981744
16079;2022-06-01;Castellon;41548.0;Valencia;0.4504287681182988
16081;2022-06-01;Ciudad Real;1060.0;Castilla-La Mancha;0.5552645364064955
16083;2022-06-01;Cordoba;4922.0;Andalucia;0.4593989173044615
16085;2022-06-01;Cuenca;3726.0;Castilla-La Mancha;0.3553987027851965
16087;2022-06-01;Girona;55891.0;Cataluna;0.3853302722565789
16089;2022-06-01;Granada;21579.0;Andalucia;0.48594784488582626
16091;2022-06-01;Guadalajara;1753.0;Castilla-La Mancha;0.47856947856947857
16093;2022-06-01;Guipuzcoa;8887.0;Pais Vasco;0.6391226177633944
16095;2022-06-01;Huelva;14021.0;Andalucia;0.4481270774737919
16097;2022-06-01;Huesca;7648.0;Aragon;0.4804623696444277
16099;2022-06-01;Islas Baleares;253471.0;Islas Baleares;0.7736100132154422
16101;2022-06-01;Jaen;4167.0;Andalucia;0.39795626014707286
16103;2022-06-01;La Rioja;4881.0;La Rioja;0.31663963671748296
16105;2022-06-01;Las Palmas;159507.0;Canarias;0.486923844789533
16107;2022-06-01;Leon;2737.0;Castilla y Leon;0.43862179487179487
16109;2022-06-01;Lleida;3299.0;Cataluna;0.4160675999495523
16111;2022-06-01;Lugo;4294.0;Galicia;0.2690813385135982
16113;2022-06-01;Madrid;66852.0;Comunidad de Madrid;0.8884458974563432
16115;2022-06-01;Malaga;122154.0;Andalucia;0.6850845461428451
16117;2022-06-01;Murcia;19963.0;Region de Murcia;0.6086280487804878
16119;2022-06-01;Navarra;6951.0;Navarra;0.2603078305808336
16121;2022-06-01;Ourense;665.0;Galicia;0.33433886375062843
16123;2022-06-01;Palencia;338.0;Castilla y Leon;0.2916307161345988
16125;2022-06-01;Pontevedra;6238.0;Galicia;0.3107811877241929
16127;2022-06-01;Salamanca;9119.0;Castilla y Leon;0.537075210554214
16129;2022-06-01;Santa Cruz de Tenerife;100983.0;Canarias;0.6945376764147569
16131;2022-06-01;Segovia;2425.0;Castilla y Leon;0.34707313582367255
16133;2022-06-01;Sevilla;41627.0;Andalucia;0.6865403328220606
16135;2022-06-01;Soria;647.0;Castilla y Leon;0.47260774287801316
16137;2022-06-01;Tarragona;51872.0;Cataluna;0.631038551842435
16139;2022-06-01;Teruel;4482.0;Aragon;0.506154714850367
16141;2022-06-01;Toledo;4513.0;Castilla-La Mancha;0.8259516837481699
16143;2022-06-01;Valencia;39588.0;Valencia;0.5404800262130355
16145;2022-06-01;Valladolid;1617.0;Castilla y Leon;0.2921409214092141
16147;2022-06-01;Vizcaya;7481.0;Pais Vasco;0.41858773500447627
16149;2022-06-01;Zamora;1250.0;Castilla y Leon;0.3089471082550667
16151;2022-06-01;Zaragoza;4508.0;Aragon;0.5515722500917656
16153;2022-07-01;A Coruna;12913.0;Galicia;0.7357415531878525
16155;2022-07-01;Alava;1396.0;Pais Vasco;0.6641294005708849
16157;2022-07-01;Albacete;1781.0;Castilla-La Mancha;0.5774967574578469
16159;2022-07-01;Alicante;185507.0;Valencia;0.7674966074206467
16161;2022-07-01;Almeria;44817.0;Andalucia;0.8328130226335154
16163;2022-07-01;Asturias;17155.0;Principado de Asturias;0.6545961002785515
16165;2022-07-01;Avila;3396.0;Castilla y Leon;0.6832997987927565
16167;2022-07-01;Badajoz;7201.0;Extremadura;0.6530926900054417
16169;2022-07-01;Barcelona;33396.0;Cataluna;0.8180682458418048
16171;2022-07-01;Burgos;2880.0;Castilla y Leon;0.46429147186845077
16173;2022-07-01;Caceres;7707.0;Extremadura;0.43952095808383235
16175;2022-07-01;Cadiz;39050.0;Andalucia;0.6449535071927593
16177;2022-07-01;Cantabria;24846.0;Cantabria;0.8187570025703552
16179;2022-07-01;Castellon;85406.0;Valencia;0.925900629871749
16181;2022-07-01;Ciudad Real;1367.0;Castilla-La Mancha;0.716081718177056
16183;2022-07-01;Cordoba;5510.0;Andalucia;0.5142803808101549
16185;2022-07-01;Cuenca;6607.0;Castilla-La Mancha;0.6301983975581839
16187;2022-07-01;Girona;145047.0;Cataluna;1.0
16189;2022-07-01;Granada;22327.0;Andalucia;0.502792415439355
16191;2022-07-01;Guadalajara;2733.0;Castilla-La Mancha;0.7461097461097461
16193;2022-07-01;Guipuzcoa;10533.0;Pais Vasco;0.757497303128371
16195;2022-07-01;Huelva;20622.0;Andalucia;0.6591025313219125
16197;2022-07-01;Huesca;12349.0;Aragon;0.7757884156301043
16199;2022-07-01;Islas Baleares;303652.0;Islas Baleares;0.9267656960082039
16201;2022-07-01;Jaen;6769.0;Andalucia;0.6464521058160634
16203;2022-07-01;La Rioja;7458.0;La Rioja;0.4838144664288031
16205;2022-07-01;Las Palmas;201380.0;Canarias;0.6147487186375278
16207;2022-07-01;Leon;3486.0;Castilla y Leon;0.5586538461538462
16209;2022-07-01;Lleida;5811.0;Cataluna;0.7328793038214151
16211;2022-07-01;Lugo;6732.0;Galicia;0.4218573756109788
16213;2022-07-01;Madrid;55561.0;Comunidad de Madrid;0.73839140951014
16215;2022-07-01;Malaga;142701.0;Andalucia;0.8003196769580214
16217;2022-07-01;Murcia;28309.0;Region de Murcia;0.8630792682926829
16219;2022-07-01;Navarra;7491.0;Navarra;0.28053027749691045
16221;2022-07-01;Ourense;998.0;Galicia;0.5017596782302665
16223;2022-07-01;Palencia;394.0;Castilla y Leon;0.3399482312338223
16225;2022-07-01;Pontevedra;13775.0;Galicia;0.6862793941809486
16227;2022-07-01;Salamanca;12339.0;Castilla y Leon;0.7267212438895105
16229;2022-07-01;Santa Cruz de Tenerife;126108.0;Canarias;0.8673416049960109
16231;2022-07-01;Segovia;3491.0;Castilla y Leon;0.49964219264348075
16233;2022-07-01;Sevilla;29133.0;Andalucia;0.4804809262282915
16235;2022-07-01;Soria;798.0;Castilla y Leon;0.5829072315558802
16237;2022-07-01;Tarragona;71453.0;Cataluna;0.869247332757509
16239;2022-07-01;Teruel;4534.0;Aragon;0.5120271033314512
16241;2022-07-01;Toledo;3293.0;Castilla-La Mancha;0.6026720351390923
16243;2022-07-01;Valencia;58773.0;Valencia;0.8024055921142451
16245;2022-07-01;Valladolid;2016.0;Castilla y Leon;0.3642276422764228
16247;2022-07-01;Vizcaya;9457.0;Pais Vasco;0.5291517457475381
16249;2022-07-01;Zamora;1925.0;Castilla y Leon;0.4757785467128028
16251;2022-07-01;Zaragoza;5089.0;Aragon;0.6226599779762633
16253;2022-08-01;A Coruna;14048.0;Galicia;0.8004102330351547
16255;2022-08-01;Alava;1745.0;Pais Vasco;0.8301617507136061
16257;2022-08-01;Albacete;1574.0;Castilla-La Mancha;0.5103761348897535
16259;2022-08-01;Alicante;213295.0;Valencia;0.8824636745771688
16261;2022-08-01;Almeria;45995.0;Andalucia;0.8547032370758538
16263;2022-08-01;Asturias;22049.0;Principado de Asturias;0.8413400999732896
16265;2022-08-01;Avila;4036.0;Castilla y Leon;0.8120724346076459
16267;2022-08-01;Badajoz;8480.0;Extremadura;0.7690912388898966
16269;2022-08-01;Barcelona;30201.0;Cataluna;0.7398035421208632
16271;2022-08-01;Burgos;4673.0;Castilla y Leon;0.7533451555698856
16273;2022-08-01;Caceres;9102.0;Extremadura;0.5190761334473909
16275;2022-08-01;Cadiz;41897.0;Andalucia;0.6919748294713198
16277;2022-08-01;Cantabria;23996.0;Cantabria;0.7907467211494101
16279;2022-08-01;Castellon;92241.0;Valencia;1.0
16281;2022-08-01;Ciudad Real;1909.0;Castilla-La Mancha;1.0
16283;2022-08-01;Cordoba;7805.0;Andalucia;0.728486092962479
16285;2022-08-01;Cuenca;6205.0;Castilla-La Mancha;0.591854254101488
16287;2022-08-01;Girona;91838.0;Cataluna;0.6331602859762697
16289;2022-08-01;Granada;29884.0;Andalucia;0.6729721208845652
16291;2022-08-01;Guadalajara;2295.0;Castilla-La Mancha;0.6265356265356266
16293;2022-08-01;Guipuzcoa;10338.0;Pais Vasco;0.7434735706580367
16295;2022-08-01;Huelva;18633.0;Andalucia;0.5955318332907185
16297;2022-08-01;Huesca;15918.0;Aragon;1.0
16299;2022-08-01;Islas Baleares;290802.0;Islas Baleares;0.8875466584464378
16301;2022-08-01;Jaen;7934.0;Andalucia;0.7577117753796199
16303;2022-08-01;La Rioja;8784.0;La Rioja;0.5698345767109958
16305;2022-08-01;Las Palmas;201910.0;Canarias;0.6163666390907898
16307;2022-08-01;Leon;4532.0;Castilla y Leon;0.7262820512820513
16309;2022-08-01;Lleida;7158.0;Cataluna;0.9027620128641695
16311;2022-08-01;Lugo;7908.0;Galicia;0.4955508209048753
16313;2022-08-01;Madrid;50660.0;Comunidad de Madrid;0.6732583791829466
16315;2022-08-01;Malaga;141151.0;Andalucia;0.791626707046914
16317;2022-08-01;Murcia;32800.0;Region de Murcia;1.0
16319;2022-08-01;Navarra;10860.0;Navarra;0.40669587686776765
16321;2022-08-01;Ourense;1440.0;Galicia;0.7239819004524887
16323;2022-08-01;Palencia;476.0;Castilla y Leon;0.41069887834339946
16325;2022-08-01;Pontevedra;14861.0;Galicia;0.7403846153846154
16327;2022-08-01;Salamanca;14733.0;Castilla y Leon;0.8677189469344484
16329;2022-08-01;Santa Cruz de Tenerife;122358.0;Canarias;0.8415499738644805
16331;2022-08-01;Segovia;2862.0;Castilla y Leon;0.40961786174323744
16333;2022-08-01;Sevilla;35625.0;Andalucia;0.5875513334322894
16335;2022-08-01;Soria;1010.0;Castilla y Leon;0.7377647918188459
16337;2022-08-01;Tarragona;68442.0;Cataluna;0.8326176080582961
16339;2022-08-01;Teruel;7193.0;Aragon;0.812309429700734
16341;2022-08-01;Toledo;3890.0;Castilla-La Mancha;0.7119326500732065
16343;2022-08-01;Valencia;63097.0;Valencia;0.8614395325341998
16345;2022-08-01;Valladolid;1931.0;Castilla y Leon;0.34887082204155373
16347;2022-08-01;Vizcaya;11042.0;Pais Vasco;0.6178379588182632
16349;2022-08-01;Zamora;2260.0;Castilla y Leon;0.5585763717251606
16351;2022-08-01;Zaragoza;4002.0;Aragon;0.489661079163098
16353;2022-09-01;A Coruna;10981.0;Galicia;0.6256623554213435
16355;2022-09-01;Alava;1080.0;Pais Vasco;0.5137963843958135
16357;2022-09-01;Albacete;1223.0;Castilla-La Mancha;0.3965629053177691
16359;2022-09-01;Alicante;125350.0;Valencia;0.5186095389401914
16361;2022-09-01;Almeria;23766.0;Andalucia;0.4416322889954287
16363;2022-09-01;Asturias;9779.0;Principado de Asturias;0.3731445796924486
16365;2022-09-01;Avila;3232.0;Castilla y Leon;0.6503018108651911
16367;2022-09-01;Badajoz;6524.0;Extremadura;0.5916923635044441
16369;2022-09-01;Barcelona;31710.0;Cataluna;0.7767679984322563
16371;2022-09-01;Burgos;2822.0;Castilla y Leon;0.4549411575044333
16373;2022-09-01;Caceres;7855.0;Extremadura;0.44796122041631026
16375;2022-09-01;Cadiz;27527.0;Andalucia;0.4546385452623582
16377;2022-09-01;Cantabria;14788.0;Cantabria;0.48731299017992485
16379;2022-09-01;Castellon;40617.0;Valencia;0.4403356425017075
16381;2022-09-01;Ciudad Real;1336.0;Castilla-La Mancha;0.6998428496595076
16383;2022-09-01;Cordoba;6360.0;Andalucia;0.5936158297554601
16385;2022-09-01;Cuenca;4336.0;Castilla-La Mancha;0.41358260206028236
16387;2022-09-01;Girona;56583.0;Cataluna;0.3901011396306025
16389;2022-09-01;Granada;22399.0;Andalucia;0.5044138179525289
16391;2022-09-01;Guadalajara;1586.0;Castilla-La Mancha;0.43297843297843297
16393;2022-09-01;Guipuzcoa;8244.0;Pais Vasco;0.5928802588996763
16395;2022-09-01;Huelva;10825.0;Andalucia;0.34597928918435183
16397;2022-09-01;Huesca;7152.0;Aragon;0.449302676215605
16399;2022-09-01;Islas Baleares;250494.0;Islas Baleares;0.7645240151748681
16401;2022-09-01;Jaen;6660.0;Andalucia;0.6360424028268551
16403;2022-09-01;La Rioja;5967.0;La Rioja;0.387090496269867
16405;2022-09-01;Las Palmas;170317.0;Canarias;0.5199233166758755
16407;2022-09-01;Leon;3389.0;Castilla y Leon;0.5431089743589743
16409;2022-09-01;Lleida;2614.0;Cataluna;0.3296758733762139
16411;2022-09-01;Lugo;4436.0;Galicia;0.2779796967038476
16413;2022-09-01;Madrid;59762.0;Comunidad de Madrid;0.794221619753874
16415;2022-09-01;Malaga;109003.0;Andalucia;0.6113289027228626
16417;2022-09-01;Murcia;11378.0;Region de Murcia;0.346890243902439
16419;2022-09-01;Navarra;8153.0;Navarra;0.30532149945698983
16421;2022-09-01;Ourense;886.0;Galicia;0.4454499748617396
16423;2022-09-01;Palencia;564.0;Castilla y Leon;0.48662640207075064
16425;2022-09-01;Pontevedra;6791.0;Galicia;0.33833200478278197
16427;2022-09-01;Salamanca;11058.0;Castilla y Leon;0.6512751045409034
16429;2022-09-01;Santa Cruz de Tenerife;105024.0;Canarias;0.7223307381220941
16431;2022-09-01;Segovia;2922.0;Castilla y Leon;0.41820523829969947
16433;2022-09-01;Sevilla;40908.0;Andalucia;0.6746821038048587
16435;2022-09-01;Soria;596.0;Castilla y Leon;0.435354273192111
16437;2022-09-01;Tarragona;36477.0;Cataluna;0.44375372562377585
16439;2022-09-01;Teruel;4603.0;Aragon;0.519819311123659
16441;2022-09-01;Toledo;3413.0;Castilla-La Mancha;0.6246339677891655
16443;2022-09-01;Valencia;41189.0;Valencia;0.5623378751058078
16445;2022-09-01;Valladolid;1578.0;Castilla y Leon;0.2850948509485095
16447;2022-09-01;Vizcaya;8279.0;Pais Vasco;0.4632385854968666
16449;2022-09-01;Zamora;1145.0;Castilla y Leon;0.2829955511616411
16451;2022-09-01;Zaragoza;4244.0;Aragon;0.5192707696072434
16453;2022-10-01;A Coruna;8616.0;Galicia;0.4909121987351148
16455;2022-10-01;Alava;1093.0;Pais Vasco;0.5199809705042816
16457;2022-10-01;Albacete;1474.0;Castilla-La Mancha;0.4779507133592737
16459;2022-10-01;Alicante;101385.0;Valencia;0.41945933869526364
16461;2022-10-01;Almeria;8399.0;Andalucia;0.15607462742037387
16463;2022-10-01;Asturias;4976.0;Principado de Asturias;0.18987293471209982
16465;2022-10-01;Avila;2673.0;Castilla y Leon;0.5378269617706237
16467;2022-10-01;Badajoz;5522.0;Extremadura;0.5008162524941049
16469;2022-10-01;Barcelona;26048.0;Cataluna;0.6380716752810915
16471;2022-10-01;Burgos;2637.0;Castilla y Leon;0.4251168789295502
16473;2022-10-01;Caceres;8648.0;Extremadura;0.49318505845451954
16475;2022-10-01;Cadiz;20074.0;Andalucia;0.3315440897154277
16477;2022-10-01;Cantabria;9043.0;Cantabria;0.29799644104659595
16479;2022-10-01;Castellon;13578.0;Valencia;0.14720135297752626
16481;2022-10-01;Ciudad Real;1016.0;Castilla-La Mancha;0.5322158198009429
16483;2022-10-01;Cordoba;7015.0;Andalucia;0.6547507933544895
16485;2022-10-01;Cuenca;4093.0;Castilla-La Mancha;0.39040442579168255
16487;2022-10-01;Girona;12848.0;Cataluna;0.08857818500210277
16489;2022-10-01;Granada;22162.0;Andalucia;0.4990767013466649
16491;2022-10-01;Guadalajara;1765.0;Castilla-La Mancha;0.48184548184548187
16493;2022-10-01;Guipuzcoa;6390.0;Pais Vasco;0.459546925566343
16495;2022-10-01;Huelva;2023.0;Andalucia;0.0646573766300179
16497;2022-10-01;Huesca;7280.0;Aragon;0.4573438874230431
16499;2022-10-01;Islas Baleares;116668.0;Islas Baleares;0.3560783404090378
16501;2022-10-01;Jaen;5892.0;Andalucia;0.5626969725909655
16503;2022-10-01;La Rioja;5476.0;La Rioja;0.3552384041518002
16505;2022-10-01;Las Palmas;176960.0;Canarias;0.5402022705834587
16507;2022-10-01;Leon;3139.0;Castilla y Leon;0.5030448717948718
16509;2022-10-01;Lleida;2583.0;Cataluna;0.3257661748013621
16511;2022-10-01;Lugo;3342.0;Galicia;0.20942473994234867
16513;2022-10-01;Madrid;61239.0;Comunidad de Madrid;0.8138505701299736
16515;2022-10-01;Malaga;92545.0;Andalucia;0.519026387369956
16517;2022-10-01;Murcia;9681.0;Region de Murcia;0.29515243902439026
16519;2022-10-01;Navarra;7858.0;Navarra;0.2942740516046886
16521;2022-10-01;Ourense;870.0;Galicia;0.4374057315233786
16523;2022-10-01;Palencia;438.0;Castilla y Leon;0.37791199309749784
16525;2022-10-01;Pontevedra;4334.0;Galicia;0.2159226783579115
16527;2022-10-01;Salamanca;10809.0;Castilla y Leon;0.6366099299134225
16529;2022-10-01;Santa Cruz de Tenerife;113559.0;Canarias;0.7810324905774574
16531;2022-10-01;Segovia;3279.0;Castilla y Leon;0.46930012881064836
16533;2022-10-01;Sevilla;45738.0;Andalucia;0.7543416951165207
16535;2022-10-01;Soria;870.0;Castilla y Leon;0.635500365230095
16537;2022-10-01;Tarragona;20943.0;Cataluna;0.25477792240970304
16539;2022-10-01;Teruel;6277.0;Aragon;0.7088650479954828
16541;2022-10-01;Toledo;3048.0;Castilla-La Mancha;0.5578330893118595
16543;2022-10-01;Valencia;34190.0;Valencia;0.46678316904677386
16545;2022-10-01;Valladolid;1933.0;Castilla y Leon;0.34923215898825655
16547;2022-10-01;Vizcaya;7817.0;Pais Vasco;0.43738809310653537
16549;2022-10-01;Zamora;1182.0;Castilla y Leon;0.2921403855659911
16551;2022-10-01;Zaragoza;3726.0;Aragon;0.455891349565643
16553;2022-11-01;A Coruna;4735.0;Galicia;0.2697851974246482
16555;2022-11-01;Alava;569.0;Pais Vasco;0.27069457659372026
16557;2022-11-01;Albacete;866.0;Castilla-La Mancha;0.2808041504539559
16559;2022-11-01;Alicante;52780.0;Valencia;0.21836626617681132
16561;2022-11-01;Almeria;4362.0;Andalucia;0.08105697402163006
16563;2022-11-01;Asturias;3301.0;Principado de Asturias;0.12595871332086847
16565;2022-11-01;Avila;2514.0;Castilla y Leon;0.5058350100603621
16567;2022-11-01;Badajoz;3573.0;Extremadura;0.3240522401596227
16569;2022-11-01;Barcelona;17969.0;Cataluna;0.44016853244494525
16571;2022-11-01;Burgos;1332.0;Castilla y Leon;0.21473480573915849
16573;2022-11-01;Caceres;7234.0;Extremadura;0.4125463358996293
16575;2022-11-01;Cadiz;15111.0;Andalucia;0.24957471055543629
16577;2022-11-01;Cantabria;3893.0;Cantabria;0.12828708890792856
16579;2022-11-01;Castellon;5506.0;Valencia;0.05969146041348208
16581;2022-11-01;Ciudad Real;670.0;Castilla-La Mancha;0.3509690937663698
16583;2022-11-01;Cordoba;4801.0;Andalucia;0.4481052828075415
16585;2022-11-01;Cuenca;3771.0;Castilla-La Mancha;0.359690957649752
16587;2022-11-01;Girona;7450.0;Cataluna;0.05136266175791295
16589;2022-11-01;Granada;15952.0;Andalucia;0.3592307345854164
16591;2022-11-01;Guadalajara;1436.0;Castilla-La Mancha;0.392028392028392
16593;2022-11-01;Guipuzcoa;3978.0;Pais Vasco;0.286084142394822
16595;2022-11-01;Huelva;1250.0;Andalucia;0.039951419074405525
16597;2022-11-01;Huesca;2344.0;Aragon;0.14725468023621058
16599;2022-11-01;Islas Baleares;4306.0;Islas Baleares;0.013142192664666546
16601;2022-11-01;Jaen;3925.0;Andalucia;0.37484480947378473
16603;2022-11-01;La Rioja;3243.0;La Rioja;0.21037950048653908
16605;2022-11-01;Las Palmas;165420.0;Canarias;0.5049743422237554
16607;2022-11-01;Leon;2205.0;Castilla y Leon;0.35336538461538464
16609;2022-11-01;Lleida;1016.0;Cataluna;0.1281372178080464
16611;2022-11-01;Lugo;1693.0;Galicia;0.10609098884572002
16613;2022-11-01;Madrid;59446.0;Comunidad de Madrid;0.7900220609733408
16615;2022-11-01;Malaga;59811.0;Andalucia;0.3354420795827374
16617;2022-11-01;Murcia;5059.0;Region de Murcia;0.15423780487804878
16619;2022-11-01;Navarra;5161.0;Navarra;0.19327416395161592
16621;2022-11-01;Ourense;510.0;Galicia;0.2564102564102564
16623;2022-11-01;Palencia;337.0;Castilla y Leon;0.2907679033649698
16625;2022-11-01;Pontevedra;2663.0;Galicia;0.13267237943403745
16627;2022-11-01;Salamanca;6501.0;Castilla y Leon;0.38288473997290773
16629;2022-11-01;Santa Cruz de Tenerife;108946.0;Canarias;0.7493053454015242
16631;2022-11-01;Segovia;2199.0;Castilla y Leon;0.31472735079433234
16633;2022-11-01;Sevilla;34474.0;Andalucia;0.5685682714033612
16635;2022-11-01;Soria;527.0;Castilla y Leon;0.38495252008765524
16637;2022-11-01;Tarragona;2878.0;Cataluna;0.03501173951655089
16639;2022-11-01;Teruel;3577.0;Aragon;0.4039525691699605
16641;2022-11-01;Toledo;2008.0;Castilla-La Mancha;0.36749633967789164
16643;2022-11-01;Valencia;22085.0;Valencia;0.3015181716407722
16645;2022-11-01;Valladolid;1377.0;Castilla y Leon;0.24878048780487805
16647;2022-11-01;Vizcaya;5233.0;Pais Vasco;0.2928043867502238
16649;2022-11-01;Zamora;530.0;Castilla y Leon;0.1309935739001483
16651;2022-11-01;Zaragoza;3066.0;Aragon;0.37513764835433744
16653;2022-12-01;A Coruna;5857.0;Galicia;0.33371317873625433
16655;2022-12-01;Alava;759.0;Pais Vasco;0.3610846812559467
16657;2022-12-01;Albacete;984.0;Castilla-La Mancha;0.31906614785992216
16659;2022-12-01;Alicante;48459.0;Valencia;0.20048902790189654
16661;2022-12-01;Almeria;5289.0;Andalucia;0.09828297469060096
16663;2022-12-01;Asturias;4085.0;Principado de Asturias;0.15587438470637616
16665;2022-12-01;Avila;1464.0;Castilla y Leon;0.2945674044265594
16667;2022-12-01;Badajoz;4892.0;Extremadura;0.44367857790676585
16669;2022-12-01;Barcelona;17842.0;Cataluna;0.43705754109203143
16671;2022-12-01;Burgos;2093.0;Castilla y Leon;0.33741737868773175
16673;2022-12-01;Caceres;7548.0;Extremadura;0.430453378956373
16675;2022-12-01;Cadiz;13049.0;Andalucia;0.21551852280046907
16677;2022-12-01;Cantabria;3737.0;Cantabria;0.12314637843537864
16679;2022-12-01;Castellon;9382.0;Valencia;0.10171182012337247
16681;2022-12-01;Ciudad Real;1061.0;Castilla-La Mancha;0.5557883708748036
16683;2022-12-01;Cordoba;6441.0;Andalucia;0.6011760313608363
16685;2022-12-01;Cuenca;4548.0;Castilla-La Mancha;0.4338038916444105
16687;2022-12-01;Girona;9207.0;Cataluna;0.06347597675236302
16689;2022-12-01;Granada;28775.0;Andalucia;0.6479980182858173
16691;2022-12-01;Guadalajara;1647.0;Castilla-La Mancha;0.44963144963144963
16693;2022-12-01;Guipuzcoa;3295.0;Pais Vasco;0.2369651204602661
16695;2022-12-01;Huelva;1421.0;Andalucia;0.0454167732037842
16697;2022-12-01;Huesca;7877.0;Aragon;0.49484859907023493
16699;2022-12-01;Islas Baleares;5829.0;Islas Baleares;0.017790487933660313
16701;2022-12-01;Jaen;5244.0;Andalucia;0.5008117658294337
16703;2022-12-01;La Rioja;4141.0;La Rioja;0.2686344469672397
16705;2022-12-01;Las Palmas;176623.0;Canarias;0.5391735173895922
16707;2022-12-01;Leon;2490.0;Castilla y Leon;0.39903846153846156
16709;2022-12-01;Lleida;4203.0;Cataluna;0.5300794551645857
16711;2022-12-01;Lugo;1932.0;Galicia;0.12106780298282993
16713;2022-12-01;Madrid;67855.0;Comunidad de Madrid;0.9017755096616431
16715;2022-12-01;Malaga;66898.0;Andalucia;0.37518858136339417
16717;2022-12-01;Murcia;7194.0;Region de Murcia;0.21932926829268293
16719;2022-12-01;Navarra;6246.0;Navarra;0.2339063026626222
16721;2022-12-01;Ourense;718.0;Galicia;0.3609854198089492
16723;2022-12-01;Palencia;264.0;Castilla y Leon;0.2277825711820535
16725;2022-12-01;Pontevedra;5666.0;Galicia;0.282283778397768
16727;2022-12-01;Salamanca;8861.0;Castilla y Leon;0.5218799693739326
16729;2022-12-01;Santa Cruz de Tenerife;103736.0;Canarias;0.7134721725494512
16731;2022-12-01;Segovia;3199.0;Castilla y Leon;0.45785029340203237
16733;2022-12-01;Sevilla;31678.0;Andalucia;0.5224547688552439
16735;2022-12-01;Soria;455.0;Castilla y Leon;0.3323593864134405
16737;2022-12-01;Tarragona;3385.0;Cataluna;0.04117954769406698
16739;2022-12-01;Teruel;5364.0;Aragon;0.6057594579333709
16741;2022-12-01;Toledo;5464.0;Castilla-La Mancha;1.0
16743;2022-12-01;Valencia;24698.0;Valencia;0.33719247467438496
16745;2022-12-01;Valladolid;1595.0;Castilla y Leon;0.2881662149954833
16747;2022-12-01;Vizcaya;6412.0;Pais Vasco;0.35877350044762757
16749;2022-12-01;Zamora;855.0;Castilla y Leon;0.21131982204646566
16751;2022-12-01;Zaragoza;4485.0;Aragon;0.5487581059586443
16753;2023-01-01;A Coruna;5324.0;Galicia;0.3033445387727195
16755;2023-01-01;Alava;576.0;Pais Vasco;0.27402473834443386
16757;2023-01-01;Albacete;585.0;Castilla-La Mancha;0.18968871595330739
16759;2023-01-01;Alicante;49382.0;Valencia;0.2043077483202595
16761;2023-01-01;Almeria;4863.0;Andalucia;0.09036681904337161
16763;2023-01-01;Asturias;1915.0;Principado de Asturias;0.07307207997863166
16765;2023-01-01;Avila;1491.0;Castilla y Leon;0.3
16767;2023-01-01;Badajoz;4575.0;Extremadura;0.4149283511699619
16769;2023-01-01;Barcelona;16187.0;Cataluna;0.39651666952453274
16771;2023-01-01;Burgos;1094.0;Castilla y Leon;0.1763662743833629
16773;2023-01-01;Caceres;5469.0;Extremadura;0.31189050470487595
16775;2023-01-01;Cadiz;10280.0;Andalucia;0.16978545592680067
16777;2023-01-01;Cantabria;3577.0;Cantabria;0.11787385487378897
16779;2023-01-01;Castellon;3757.0;Valencia;0.04073026094686744
16781;2023-01-01;Ciudad Real;540.0;Castilla-La Mancha;0.2828706128863279
16783;2023-01-01;Cordoba;5127.0;Andalucia;0.4785327608736233
16785;2023-01-01;Cuenca;2656.0;Castilla-La Mancha;0.2533384204502098
16787;2023-01-01;Girona;6493.0;Cataluna;0.044764800375050845
16789;2023-01-01;Granada;44257.0;Andalucia;0.996644597576904
16791;2023-01-01;Guadalajara;766.0;Castilla-La Mancha;0.2091182091182091
16793;2023-01-01;Guipuzcoa;2150.0;Pais Vasco;0.15462064005753326
16795;2023-01-01;Huelva;572.0;Andalucia;0.018281769368447966
16797;2023-01-01;Huesca;6839.0;Aragon;0.42963940193491645
16799;2023-01-01;Islas Baleares;3427.0;Islas Baleares;0.010459427371530947
16801;2023-01-01;Jaen;2609.0;Andalucia;0.24916435870499476
16803;2023-01-01;La Rioja;2790.0;La Rioja;0.1809925397340253
16805;2023-01-01;Las Palmas;162589.0;Canarias;0.49633220485925617
16807;2023-01-01;Leon;1273.0;Castilla y Leon;0.20400641025641025
16809;2023-01-01;Lleida;4998.0;Cataluna;0.6303443057132047
16811;2023-01-01;Lugo;1633.0;Galicia;0.10233111918786815
16813;2023-01-01;Madrid;52113.0;Comunidad de Madrid;0.6925683757276134
16815;2023-01-01;Malaga;54036.0;Andalucia;0.30305375620425673
16817;2023-01-01;Murcia;4417.0;Region de Murcia;0.13466463414634147
16819;2023-01-01;Navarra;7604.0;Navarra;0.2847620117589784
16821;2023-01-01;Ourense;973.0;Galicia;0.4891905480140774
16823;2023-01-01;Palencia;178.0;Castilla y Leon;0.1535806729939603
16825;2023-01-01;Pontevedra;2373.0;Galicia;0.11822439218812276
16827;2023-01-01;Salamanca;5615.0;Castilla y Leon;0.3307026326638789
16829;2023-01-01;Santa Cruz de Tenerife;99066.0;Canarias;0.6813529945803186
16831;2023-01-01;Segovia;2607.0;Castilla y Leon;0.37312151137827393
16833;2023-01-01;Sevilla;33948.0;Andalucia;0.5598931275048241
